:ID,:LABEL,age,career_stage,district_id,expertise,gender,name,name_kn,risk_level,role
VIC-VIC-FIR-BDR-2021-00008-000,Person,69,,,,F,Pooja Singh,,,victim
VIC-VIC-FIR-BDR-2021-00008-001,Person,39,,,,F,Sneha Singh,,,victim
VIC-VIC-FIR-BDR-2021-00008-002,Person,52,,,,M,Anil Raju,,,victim
VIC-VIC-FIR-TKR-2021-00019-000,Person,69,,,,M,Umesh Kumar,,,victim
VIC-VIC-FIR-TKR-2021-00019-001,Person,30,,,,M,Nagaraj Naik,,,victim
VIC-VIC-FIR-TKR-2021-00019-002,Person,37,,,,F,Sujatha Murthy,,,victim
VIC-VIC-FIR-MYS-2021-00019-000,Person,51,,,,M,Yogesh Prabhu,,,victim
VIC-VIC-FIR-MYS-2021-00019-001,Person,45,,,,M,Nagaraj Joshi,,,victim
VIC-VIC-FIR-BDR-2021-00009-000,Person,21,,,,M,Tejas Krishnamurthy,,,victim
VIC-VIC-FIR-BDR-2021-00009-001,Person,54,,,,M,Naveen Sharma,,,victim
VIC-VIC-FIR-BDR-2021-00009-002,Person,34,,,,M,Anil Gowda,,,victim
VIC-VIC-FIR-TKR-2021-00020-000,Person,70,,,,M,Satish Tantri,,,victim
VIC-VIC-FIR-TKR-2021-00020-001,Person,67,,,,M,Ravi Tantri,,,victim
VIC-VIC-FIR-TKR-2021-00020-002,Person,57,,,,M,Abhishek Joshi,,,victim
VIC-VIC-FIR-TKR-2021-00020-003,Person,52,,,,M,Suresh Rao,,,victim
VIC-VIC-FIR-TKR-2021-00021-000,Person,56,,,,M,Naveen Ayyar,,,victim
VIC-VIC-FIR-TKR-2021-00021-001,Person,51,,,,M,Satish Patil,,,victim
VIC-VIC-FIR-TKR-2021-00021-002,Person,44,,,,M,Anil Nayak,,,victim
VIC-VIC-FIR-TKR-2021-00022-000,Person,65,,,,F,Radha Adiga,,,victim
VIC-VIC-FIR-HBL-2021-00052-000,Person,32,,,,F,Vidya Udupi,,,victim
VIC-VIC-FIR-HBL-2021-00052-001,Person,75,,,,F,Pooja Bhat,,,victim
VIC-VIC-FIR-HBL-2021-00052-002,Person,70,,,,F,Lakshmi Thakur,,,victim
VIC-VIC-FIR-TKR-2021-00023-000,Person,28,,,,M,Ramesh Hegde,,,victim
VIC-VIC-FIR-TKR-2021-00023-001,Person,57,,,,F,Sneha Joshi,,,victim
VIC-VIC-FIR-TKR-2021-00024-000,Person,59,,,,M,Arjun Tantri,,,victim
VIC-VIC-FIR-TKR-2021-00024-001,Person,66,,,,F,Madhu Hegde,,,victim
VIC-VIC-FIR-TKR-2021-00025-000,Person,29,,,,M,Vikram Adiga,,,victim
VIC-VIC-FIR-TKR-2021-00025-001,Person,75,,,,M,Prashanth Bhat,,,victim
VIC-VIC-FIR-TKR-2021-00025-002,Person,67,,,,F,Lakshmi Naik,,,victim
VIC-VIC-FIR-TKR-2021-00025-003,Person,54,,,,M,Ramesh Udupi,,,victim
VIC-VIC-FIR-TKR-2021-00025-004,Person,67,,,,M,Raghavendra Shastri,,,victim
VIC-VIC-FIR-TKR-2021-00026-000,Person,71,,,,M,Sandeep Krishnamurthy,,,victim
VIC-VIC-FIR-BLR-2021-00081-000,Person,71,,,,M,Raghavendra Pillai,,,victim
VIC-VIC-FIR-BLR-2021-00081-001,Person,65,,,,M,Manjunath Naik,,,victim
VIC-VIC-FIR-TKR-2021-00027-000,Person,54,,,,M,Tejas Gowda,,,victim
VIC-VIC-FIR-TKR-2021-00027-001,Person,46,,,,M,Vikram Tantri,,,victim
VIC-VIC-FIR-TKR-2021-00027-002,Person,28,,,,M,Rohit Murthy,,,victim
VIC-VIC-FIR-TKR-2021-00027-003,Person,48,,,,F,Suma Sharma,,,victim
VIC-VIC-FIR-TKR-2021-00027-004,Person,28,,,,M,Mohan Ayyar,,,victim
VIC-VIC-FIR-HBL-2021-00053-000,Person,45,,,,M,Shivakumar Murthy,,,victim
VIC-VIC-FIR-HBL-2021-00053-001,Person,23,,,,F,Sujatha Kamath,,,victim
VIC-VIC-FIR-TKR-2021-00028-000,Person,21,,,,F,Bharathi Vokkaliga,,,victim
VIC-VIC-FIR-TKR-2021-00028-001,Person,54,,,,M,Naveen Adiga,,,victim
VIC-VIC-FIR-TKR-2021-00028-002,Person,21,,,,M,Anil Desai,,,victim
VIC-VIC-FIR-TKR-2021-00028-003,Person,18,,,,F,Deepa Adiga,,,victim
VIC-VIC-FIR-BLR2-2021-00015-000,Person,73,,,,F,Nirmala Pillai,,,victim
VIC-VIC-FIR-TKR-2021-00029-000,Person,27,,,,M,Naveen Nambiar,,,victim
VIC-VIC-FIR-TKR-2021-00029-001,Person,42,,,,F,Meera Rao,,,victim
VIC-VIC-FIR-TKR-2021-00029-002,Person,35,,,,M,Srikanth Thakur,,,victim
VIC-VIC-FIR-TKR-2021-00029-003,Person,48,,,,M,Nagaraj Kumar,,,victim
VIC-VIC-FIR-KDG-2021-00015-000,Person,59,,,,M,Vinay Kamath,,,victim
VIC-VIC-FIR-TKR-2021-00030-000,Person,44,,,,F,Vidya Lingayat,,,victim
VIC-VIC-FIR-TKR-2021-00030-001,Person,34,,,,M,Prashanth Lingayat,,,victim
VIC-VIC-FIR-TKR-2021-00030-002,Person,68,,,,M,Ganesh Thakur,,,victim
VIC-VIC-FIR-TKR-2021-00030-003,Person,51,,,,F,Saritha Pillai,,,victim
VIC-VIC-FIR-TKR-2021-00030-004,Person,64,,,,M,Naveen Krishnamurthy,,,victim
VIC-VIC-FIR-BLR-2021-00082-000,Person,27,,,,M,Yogesh Aras,,,victim
VIC-VIC-FIR-BLR-2021-00082-001,Person,20,,,,M,Nagaraj Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00082-002,Person,73,,,,M,Suresh Nambiar,,,victim
VIC-VIC-FIR-UDR-2021-00005-000,Person,42,,,,F,Anita Patil,,,victim
VIC-VIC-FIR-CHB-2021-00006-000,Person,31,,,,M,Yogesh Swamy,,,victim
VIC-VIC-FIR-BLR2-2021-00016-000,Person,31,,,,F,Jyothi Reddy,,,victim
VIC-VIC-FIR-CHB-2021-00007-000,Person,24,,,,M,Vikram Shastri,,,victim
VIC-VIC-FIR-CHB-2021-00007-001,Person,39,,,,F,Kavitha Raju,,,victim
VIC-VIC-FIR-VKT-2021-00023-000,Person,49,,,,F,Seeta Joshi,,,victim
VIC-VIC-FIR-VKT-2021-00023-001,Person,38,,,,F,Kavitha Desai,,,victim
VIC-VIC-FIR-VKT-2021-00023-002,Person,54,,,,M,Sandeep Nambiar,,,victim
VIC-VIC-FIR-VKT-2021-00023-003,Person,47,,,,M,Basavaraj Joshi,,,victim
VIC-VIC-FIR-VKT-2021-00023-004,Person,63,,,,M,Gaurav Shetty,,,victim
VIC-VIC-FIR-MYS-2021-00020-000,Person,74,,,,M,Ganesh Vokkaliga,,,victim
VIC-VIC-FIR-CHB-2021-00008-000,Person,53,,,,M,Nagaraj Udupi,,,victim
VIC-VIC-FIR-CHB-2021-00008-001,Person,39,,,,M,Yogesh Naik,,,victim
VIC-VIC-FIR-CHB-2021-00008-002,Person,41,,,,F,Sneha Krishnamurthy,,,victim
VIC-VIC-FIR-CHB-2021-00009-000,Person,23,,,,F,Sangeetha Murthy,,,victim
VIC-VIC-FIR-BLR-2021-00083-000,Person,28,,,,M,Prashanth Gowda,,,victim
VIC-VIC-FIR-BLR-2021-00083-001,Person,49,,,,M,Ajay Verma,,,victim
VIC-VIC-FIR-CHB-2021-00010-000,Person,74,,,,M,Raghavendra Nambiar,,,victim
VIC-VIC-FIR-CHB-2021-00010-001,Person,28,,,,M,Arjun Pillai,,,victim
VIC-VIC-FIR-RBG-2021-00042-000,Person,75,,,,F,Nirmala Joshi,,,victim
VIC-VIC-FIR-RBG-2021-00042-001,Person,36,,,,M,Rohit Bhat,,,victim
VIC-VIC-FIR-RBG-2021-00042-002,Person,55,,,,F,Priya Shastri,,,victim
VIC-VIC-FIR-KLP-2021-00034-000,Person,73,,,,M,Prashanth Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00084-000,Person,63,,,,M,Yogesh Vokkaliga,,,victim
VIC-VIC-FIR-BLR-2021-00084-001,Person,37,,,,M,Gaurav Nambiar,,,victim
VIC-VIC-FIR-BLR-2021-00084-002,Person,43,,,,F,Rekha Thakur,,,victim
VIC-VIC-FIR-BLR-2021-00085-000,Person,29,,,,F,Kavitha Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00085-001,Person,38,,,,F,Amala Patil,,,victim
VIC-VIC-FIR-BLR-2021-00085-002,Person,25,,,,F,Sujatha Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00085-003,Person,31,,,,F,Pooja Hegde,,,victim
VIC-VIC-FIR-KLP-2021-00035-000,Person,26,,,,F,Priya Tantri,,,victim
VIC-VIC-FIR-KLP-2021-00035-001,Person,58,,,,F,Bharathi Hegde,,,victim
VIC-VIC-FIR-KLP-2021-00035-002,Person,57,,,,M,Prashanth Lingayat,,,victim
VIC-VIC-FIR-CHB-2021-00011-000,Person,71,,,,F,Jyothi Adiga,,,victim
VIC-VIC-FIR-CHB-2021-00011-001,Person,65,,,,M,Mahesh Kamath,,,victim
VIC-VIC-FIR-CHB-2021-00011-002,Person,31,,,,F,Sangeetha Sharma,,,victim
VIC-VIC-FIR-BLR-2021-00086-000,Person,46,,,,F,Sujatha Udupi,,,victim
VIC-VIC-FIR-BLR-2021-00086-001,Person,53,,,,F,Radha Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00086-002,Person,55,,,,F,Vidya Udupi,,,victim
VIC-VIC-FIR-BLR-2021-00086-003,Person,25,,,,F,Anita Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00086-004,Person,64,,,,M,Basavaraj Patil,,,victim
VIC-VIC-FIR-CHB-2021-00012-000,Person,41,,,,M,Ravi Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00087-000,Person,50,,,,M,Ganesh Hegde,,,victim
VIC-VIC-FIR-SHV-2021-00002-000,Person,71,,,,M,Umesh Murthy,,,victim
VIC-VIC-FIR-SHV-2021-00002-001,Person,71,,,,F,Amala Nayak,,,victim
VIC-VIC-FIR-SHV-2021-00002-002,Person,54,,,,M,Srikanth Murthy,,,victim
VIC-VIC-FIR-SHV-2021-00002-003,Person,69,,,,M,Mohan Singh,,,victim
VIC-VIC-FIR-SHV-2021-00002-004,Person,27,,,,M,Sandeep Krishnamurthy,,,victim
VIC-VIC-FIR-CHB-2021-00013-000,Person,42,,,,F,Priya Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00088-000,Person,47,,,,M,Nagaraj Patil,,,victim
VIC-VIC-FIR-BLR-2021-00088-001,Person,33,,,,F,Anita Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00088-002,Person,57,,,,F,Nirmala Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00088-003,Person,33,,,,M,Ramesh Sharma,,,victim
VIC-VIC-FIR-BLR-2021-00088-004,Person,45,,,,M,Mahesh Tantri,,,victim
VIC-VIC-FIR-SHV-2021-00003-000,Person,31,,,,F,Shantha Murthy,,,victim
VIC-VIC-FIR-SHV-2021-00003-001,Person,74,,,,F,Madhu Joshi,,,victim
VIC-VIC-FIR-SHV-2021-00003-002,Person,31,,,,M,Mohan Ayyar,,,victim
VIC-VIC-FIR-SHV-2021-00003-003,Person,23,,,,M,Umesh Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00089-000,Person,52,,,,F,Pooja Singh,,,victim
VIC-VIC-FIR-BLR-2021-00089-001,Person,51,,,,M,Deepak Krishnamurthy,,,victim
VIC-VIC-FIR-BLR-2021-00089-002,Person,20,,,,F,Radha Verma,,,victim
VIC-VIC-FIR-BLR-2021-00089-003,Person,36,,,,M,Manjunath Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00090-000,Person,39,,,,F,Madhu Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00090-001,Person,67,,,,M,Shivakumar Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00090-002,Person,74,,,,F,Pooja Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00090-003,Person,41,,,,F,Shruthi Naik,,,victim
VIC-VIC-FIR-BLR-2021-00090-004,Person,67,,,,F,Rekha Thakur,,,victim
VIC-VIC-FIR-SHV-2021-00004-000,Person,19,,,,F,Saritha Aras,,,victim
VIC-VIC-FIR-SHV-2021-00004-001,Person,45,,,,F,Saritha Rao,,,victim
VIC-VIC-FIR-BLR-2021-00091-000,Person,44,,,,F,Sneha Singh,,,victim
VIC-VIC-FIR-BLR-2021-00091-001,Person,70,,,,M,Nagaraj Raju,,,victim
VIC-VIC-FIR-BLR-2021-00091-002,Person,70,,,,M,Ganesh Singh,,,victim
VIC-VIC-FIR-BLR-2021-00091-003,Person,45,,,,F,Nitya Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00091-004,Person,19,,,,F,Kavitha Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00092-000,Person,48,,,,F,Anita Murthy,,,victim
VIC-VIC-FIR-SHV-2021-00005-000,Person,48,,,,F,Nirmala Adiga,,,victim
VIC-VIC-FIR-SHV-2021-00005-001,Person,50,,,,F,Amala Hegde,,,victim
VIC-VIC-FIR-SHV-2021-00005-002,Person,42,,,,M,Shivakumar Gowda,,,victim
VIC-VIC-FIR-SHV-2021-00005-003,Person,23,,,,M,Sandeep Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00093-000,Person,32,,,,M,Akash Joshi,,,victim
VIC-VIC-FIR-SHV-2021-00006-000,Person,52,,,,M,Sandeep Hegde,,,victim
VIC-VIC-FIR-SHV-2021-00006-001,Person,27,,,,F,Shruthi Lingayat,,,victim
VIC-VIC-FIR-SHV-2021-00006-002,Person,61,,,,F,Sneha Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00094-000,Person,27,,,,M,Gaurav Udupi,,,victim
VIC-VIC-FIR-BLR-2021-00094-001,Person,46,,,,M,Naveen Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00094-002,Person,50,,,,M,Kiran Nambiar,,,victim
VIC-VIC-FIR-BLR-2021-00094-003,Person,38,,,,F,Pooja Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00094-004,Person,72,,,,F,Pooja Vokkaliga,,,victim
VIC-VIC-FIR-VJP-2021-00009-000,Person,41,,,,F,Deepa Prabhu,,,victim
VIC-VIC-FIR-VJP-2021-00009-001,Person,51,,,,M,Ajay Vokkaliga,,,victim
VIC-VIC-FIR-VJP-2021-00009-002,Person,41,,,,M,Nagaraj Tantri,,,victim
VIC-VIC-FIR-VJP-2021-00009-003,Person,19,,,,M,Basavaraj Joshi,,,victim
VIC-VIC-FIR-VJP-2021-00009-004,Person,19,,,,M,Tejas Desai,,,victim
VIC-VIC-FIR-BLR-2021-00095-000,Person,68,,,,M,Prashanth Reddy,,,victim
VIC-VIC-FIR-SHV-2021-00007-000,Person,66,,,,M,Rajesh Tantri,,,victim
VIC-VIC-FIR-SHV-2021-00007-001,Person,39,,,,M,Harsh Lingayat,,,victim
VIC-VIC-FIR-SHV-2021-00007-002,Person,42,,,,M,Arjun Rao,,,victim
VIC-VIC-FIR-SHV-2021-00007-003,Person,67,,,,M,Rohit Udupi,,,victim
VIC-VIC-FIR-SHV-2021-00007-004,Person,72,,,,M,Suresh Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00096-000,Person,20,,,,F,Pooja Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00096-001,Person,50,,,,F,Sangeetha Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00096-002,Person,46,,,,M,Abhishek Singh,,,victim
VIC-VIC-FIR-BLR-2021-00096-003,Person,68,,,,F,Meera Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00096-004,Person,30,,,,M,Shivakumar Raju,,,victim
VIC-VIC-FIR-CHB-2021-00014-000,Person,58,,,,F,Jyothi Bhat,,,victim
VIC-VIC-FIR-BLR-2021-00097-000,Person,74,,,,F,Rekha Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00097-001,Person,47,,,,F,Priya Aras,,,victim
VIC-VIC-FIR-SHV-2021-00008-000,Person,71,,,,F,Madhu Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00098-000,Person,24,,,,M,Suresh Gowda,,,victim
VIC-VIC-FIR-BLR-2021-00098-001,Person,66,,,,M,Sandeep Ayyar,,,victim
VIC-VIC-FIR-BLR-2021-00098-002,Person,58,,,,F,Pooja Singh,,,victim
VIC-VIC-FIR-BLR-2021-00098-003,Person,32,,,,M,Rajesh Naik,,,victim
VIC-VIC-FIR-BLR-2021-00098-004,Person,75,,,,F,Radha Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00099-000,Person,33,,,,F,Sangeetha Thakur,,,victim
VIC-VIC-FIR-BLR-2021-00099-001,Person,60,,,,M,Mahesh Hegde,,,victim
VIC-VIC-FIR-SHV-2021-00009-000,Person,46,,,,F,Suma Krishnamurthy,,,victim
VIC-VIC-FIR-SHV-2021-00009-001,Person,29,,,,M,Ganesh Lingayat,,,victim
VIC-VIC-FIR-SHV-2021-00009-002,Person,30,,,,M,Manjunath Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00100-000,Person,27,,,,F,Radha Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00100-001,Person,30,,,,M,Prashanth Joshi,,,victim
VIC-VIC-FIR-CHB-2021-00015-000,Person,49,,,,F,Rekha Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00101-000,Person,37,,,,M,Vikram Verma,,,victim
VIC-VIC-FIR-BLR-2021-00101-001,Person,23,,,,M,Shivakumar Udupi,,,victim
VIC-VIC-FIR-SHV-2021-00010-000,Person,34,,,,M,Rohit Verma,,,victim
VIC-VIC-FIR-SHV-2021-00010-001,Person,65,,,,M,Abhishek Swamy,,,victim
VIC-VIC-FIR-SHV-2021-00010-002,Person,74,,,,F,Amala Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00102-000,Person,36,,,,F,Sangeetha Thakur,,,victim
VIC-VIC-FIR-BLR-2021-00102-001,Person,75,,,,M,Gaurav Bhat,,,victim
VIC-VIC-FIR-BLR-2021-00102-002,Person,34,,,,M,Satish Gowda,,,victim
VIC-VIC-FIR-CHB-2021-00016-000,Person,19,,,,F,Pooja Raju,,,victim
VIC-VIC-FIR-CHB-2021-00016-001,Person,69,,,,M,Ganesh Hegde,,,victim
VIC-VIC-FIR-CHB-2021-00016-002,Person,54,,,,F,Nitya Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00103-000,Person,53,,,,M,Mohan Murthy,,,victim
VIC-VIC-FIR-BLR-2021-00103-001,Person,72,,,,F,Anita Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00103-002,Person,67,,,,F,Rekha Reddy,,,victim
VIC-VIC-FIR-BLR-2021-00103-003,Person,59,,,,F,Madhu Prabhu,,,victim
VIC-VIC-FIR-SHV-2021-00011-000,Person,75,,,,F,Saritha Reddy,,,victim
VIC-VIC-FIR-SHV-2021-00011-001,Person,71,,,,F,Sujatha Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00104-000,Person,56,,,,M,Kiran Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00104-001,Person,28,,,,M,Prakash Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00104-002,Person,25,,,,F,Sneha Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00104-003,Person,59,,,,F,Rekha Aras,,,victim
VIC-VIC-FIR-CHB-2021-00017-000,Person,59,,,,M,Ravi Patil,,,victim
VIC-VIC-FIR-CHB-2021-00017-001,Person,51,,,,M,Kiran Hegde,,,victim
VIC-VIC-FIR-CHB-2021-00017-002,Person,37,,,,M,Deepak Adiga,,,victim
VIC-VIC-FIR-SHV-2021-00012-000,Person,67,,,,F,Lakshmi Thakur,,,victim
VIC-VIC-FIR-SHV-2021-00012-001,Person,37,,,,F,Sangeetha Pillai,,,victim
VIC-VIC-FIR-SHV-2021-00012-002,Person,39,,,,F,Madhu Aras,,,victim
VIC-VIC-FIR-SHV-2021-00012-003,Person,22,,,,F,Radha Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00105-000,Person,49,,,,M,Manjunath Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00105-001,Person,66,,,,M,Ramesh Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00105-002,Person,71,,,,F,Sangeetha Bhat,,,victim
VIC-VIC-FIR-BLR-2021-00105-003,Person,51,,,,M,Tejas Shastri,,,victim
VIC-VIC-FIR-VJP-2021-00010-000,Person,27,,,,F,Amala Naik,,,victim
VIC-VIC-FIR-VJP-2021-00010-001,Person,68,,,,M,Srikanth Nayak,,,victim
VIC-VIC-FIR-VJP-2021-00010-002,Person,35,,,,M,Akash Rao,,,victim
VIC-VIC-FIR-VJP-2021-00010-003,Person,49,,,,F,Lakshmi Aras,,,victim
VIC-VIC-FIR-VJP-2021-00010-004,Person,19,,,,F,Pooja Hegde,,,victim
VIC-VIC-FIR-CHB-2021-00018-000,Person,41,,,,M,Ramesh Rao,,,victim
VIC-VIC-FIR-BLR-2021-00106-000,Person,65,,,,M,Arjun Prabhu,,,victim
VIC-VIC-FIR-SHV-2021-00013-000,Person,32,,,,F,Swathi Ayyar,,,victim
VIC-VIC-FIR-SHV-2021-00013-001,Person,50,,,,M,Prashanth Rao,,,victim
VIC-VIC-FIR-SHV-2021-00013-002,Person,51,,,,F,Nitya Raju,,,victim
VIC-VIC-FIR-SHV-2021-00013-003,Person,63,,,,F,Geetha Patil,,,victim
VIC-VIC-FIR-BLR-2021-00107-000,Person,32,,,,M,Shivakumar Krishnamurthy,,,victim
VIC-VIC-FIR-CHB-2021-00019-000,Person,75,,,,M,Umesh Nambiar,,,victim
VIC-VIC-FIR-VJP-2021-00011-000,Person,26,,,,F,Geetha Patil,,,victim
VIC-VIC-FIR-VJP-2021-00011-001,Person,57,,,,F,Nitya Desai,,,victim
VIC-VIC-FIR-VJP-2021-00011-002,Person,75,,,,M,Vikram Murthy,,,victim
VIC-VIC-FIR-VJP-2021-00011-003,Person,65,,,,F,Bharathi Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00108-000,Person,72,,,,F,Priya Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00108-001,Person,56,,,,F,Nitya Singh,,,victim
VIC-VIC-FIR-BLR-2021-00108-002,Person,28,,,,M,Ravi Naik,,,victim
VIC-VIC-FIR-BLR-2021-00108-003,Person,59,,,,F,Saritha Nambiar,,,victim
VIC-VIC-FIR-BLR-2021-00108-004,Person,69,,,,M,Prakash Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00109-000,Person,29,,,,M,Suresh Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00109-001,Person,32,,,,F,Geetha Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00109-002,Person,62,,,,M,Ravi Desai,,,victim
VIC-VIC-FIR-BLR-2021-00109-003,Person,18,,,,M,Satish Gowda,,,victim
VIC-VIC-FIR-BLR-2021-00109-004,Person,27,,,,M,Rajesh Kumar,,,victim
VIC-VIC-FIR-VJP-2021-00012-000,Person,47,,,,F,Madhu Rao,,,victim
VIC-VIC-FIR-VJP-2021-00012-001,Person,70,,,,F,Anjali Shetty,,,victim
VIC-VIC-FIR-VJP-2021-00012-002,Person,74,,,,M,Akash Vokkaliga,,,victim
VIC-VIC-FIR-VJP-2021-00012-003,Person,46,,,,F,Seeta Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00110-000,Person,34,,,,F,Shantha Sharma,,,victim
VIC-VIC-FIR-BLR-2021-00110-001,Person,68,,,,M,Akash Verma,,,victim
VIC-VIC-FIR-BLR-2021-00110-002,Person,44,,,,M,Kiran Krishnamurthy,,,victim
VIC-VIC-FIR-VKT-2021-00024-000,Person,19,,,,M,Suresh Reddy,,,victim
VIC-VIC-FIR-VKT-2021-00024-001,Person,23,,,,M,Arjun Krishnamurthy,,,victim
VIC-VIC-FIR-BLR-2021-00111-000,Person,63,,,,M,Umesh Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00112-000,Person,63,,,,M,Prakash Verma,,,victim
VIC-VIC-FIR-VJP-2021-00013-000,Person,23,,,,M,Basavaraj Shetty,,,victim
VIC-VIC-FIR-VJP-2021-00013-001,Person,36,,,,F,Nitya Patil,,,victim
VIC-VIC-FIR-BLR-2021-00113-000,Person,40,,,,M,Sandeep Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00113-001,Person,44,,,,F,Amala Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00113-002,Person,66,,,,F,Deepa Thakur,,,victim
VIC-VIC-FIR-BLR-2021-00114-000,Person,21,,,,M,Abhishek Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00115-000,Person,25,,,,F,Anita Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00115-001,Person,72,,,,F,Suma Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00115-002,Person,73,,,,F,Saritha Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00115-003,Person,68,,,,M,Harsh Ayyar,,,victim
VIC-VIC-FIR-VJP-2021-00014-000,Person,52,,,,F,Sangeetha Kumar,,,victim
VIC-VIC-FIR-VJP-2021-00015-000,Person,20,,,,M,Satish Patil,,,victim
VIC-VIC-FIR-VJP-2021-00015-001,Person,64,,,,F,Shruthi Aras,,,victim
VIC-VIC-FIR-VJP-2021-00015-002,Person,22,,,,F,Saritha Pillai,,,victim
VIC-VIC-FIR-VJP-2021-00015-003,Person,50,,,,M,Raghavendra Vokkaliga,,,victim
VIC-VIC-FIR-BLR-2021-00116-000,Person,58,,,,F,Rekha Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00116-001,Person,51,,,,M,Nagaraj Naik,,,victim
VIC-VIC-FIR-BLR-2021-00116-002,Person,24,,,,F,Sangeetha Murthy,,,victim
VIC-VIC-FIR-BLR-2021-00117-000,Person,50,,,,F,Priya Thakur,,,victim
VIC-VIC-FIR-BLR-2021-00117-001,Person,21,,,,M,Vikram Kamath,,,victim
VIC-VIC-FIR-BLR-2021-00118-000,Person,57,,,,F,Priya Reddy,,,victim
VIC-VIC-FIR-VJP-2021-00016-000,Person,48,,,,F,Priya Vokkaliga,,,victim
VIC-VIC-FIR-VJP-2021-00016-001,Person,71,,,,M,Suresh Nayak,,,victim
VIC-VIC-FIR-VJP-2021-00016-002,Person,58,,,,M,Ganesh Vokkaliga,,,victim
VIC-VIC-FIR-VJP-2021-00016-003,Person,35,,,,M,Ravi Adiga,,,victim
VIC-VIC-FIR-VJP-2021-00016-004,Person,21,,,,F,Kavitha Bhat,,,victim
VIC-VIC-FIR-UDR-2021-00006-000,Person,64,,,,M,Deepak Gowda,,,victim
VIC-VIC-FIR-UDR-2021-00006-001,Person,57,,,,M,Satish Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00119-000,Person,59,,,,F,Nirmala Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00119-001,Person,66,,,,M,Satish Kamath,,,victim
VIC-VIC-FIR-BLR-2021-00119-002,Person,23,,,,M,Manjunath Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00119-003,Person,53,,,,F,Sangeetha Vokkaliga,,,victim
VIC-VIC-FIR-BLR-2021-00119-004,Person,37,,,,F,Suma Nambiar,,,victim
VIC-VIC-FIR-HSN-2021-00004-000,Person,60,,,,F,Jyothi Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00120-000,Person,69,,,,M,Tejas Thakur,,,victim
VIC-VIC-FIR-BLR-2021-00120-001,Person,55,,,,M,Gaurav Verma,,,victim
VIC-VIC-FIR-HVR-2021-00021-000,Person,27,,,,F,Shruthi Hegde,,,victim
