officer_id,badge_number,name_en,gender,rank,rank_level,rank_abbr,station_id,district_id,district_name,phone,doj,tenure_years,shift,specialization,is_investigating_officer,is_station_house_officer
OFF-0001893,KSP/SHV/001893,Sandeep Tantri,M,Constable,1,PC,STN-KA-SHV-0000,KA-SHV,Shivamogga,8879946307,2022-03-07,4,general_0900_1800,narcotics,false,false
OFF-0001894,KSP/SHV/001894,Naveen Thakur,M,IGP,8,IGP,STN-KA-SHV-0001,KA-SHV,Shivamogga,6036299486,2006-12-23,19,afternoon_1400_2200,general,false,false
OFF-0001895,KSP/SHV/001895,Ganesh Joshi,M,ASI,2,APSI,STN-KA-SHV-0001,KA-SHV,Shivamogga,9573544537,2006-09-28,19,morning_0600_1400,women_cell,true,false
OFF-0001896,KSP/SHV/001896,Pooja Lingayat,F,Constable,1,PC,STN-KA-SHV-0001,KA-SHV,Shivamogga,8007709355,2019-07-02,7,afternoon_1400_2200,juvenile,false,false
OFF-0001897,KSP/SHV/001897,Ravi Reddy,M,SP,6,SP,STN-KA-SHV-0001,KA-SHV,Shivamogga,8113518272,2007-02-02,19,night_2200_0600,women_cell,false,false
OFF-0001898,KSP/SHV/001898,Amala Ayyar,F,Head Constable,2,HC,STN-KA-SHV-0002,KA-SHV,Shivamogga,7262796093,2003-09-12,22,afternoon_1400_2200,women_cell,false,false
OFF-0001899,KSP/SHV/001899,Ajay Nambiar,M,ASI,2,APSI,STN-KA-SHV-0002,KA-SHV,Shivamogga,6526748155,2002-06-21,24,night_2200_0600,crime_branch,true,false
OFF-0001900,KSP/SHV/001900,Naveen Naik,M,ASI,2,APSI,STN-KA-SHV-0002,KA-SHV,Shivamogga,6696036562,2021-05-18,5,general_0900_1800,narcotics,true,false
OFF-0001901,KSP/SHV/001901,Umesh Verma,M,Constable,1,PC,STN-KA-SHV-0002,KA-SHV,Shivamogga,6258547226,2022-12-11,3,night_2200_0600,sb_intelligence,false,false
OFF-0001902,KSP/SHV/001902,Anita Krishnamurthy,F,Constable,1,PC,STN-KA-SHV-0003,KA-SHV,Shivamogga,6216756543,2002-09-24,23,night_2200_0600,traffic,false,false
OFF-0001903,KSP/SHV/001903,Sangeetha Gowda,F,Constable,1,PC,STN-KA-SHV-0003,KA-SHV,Shivamogga,6295091967,2011-04-03,15,afternoon_1400_2200,general,false,false
OFF-0001904,KSP/SHV/001904,Rohit Vokkaliga,M,Constable,1,PC,STN-KA-SHV-0003,KA-SHV,Shivamogga,8476384780,2017-12-29,8,afternoon_1400_2200,narcotics,false,false
OFF-0001905,KSP/SHV/001905,Sangeetha Gowda,F,Head Constable,2,HC,STN-KA-SHV-0003,KA-SHV,Shivamogga,7613404574,2010-12-17,15,afternoon_1400_2200,sb_intelligence,false,false
OFF-0001906,KSP/SHV/001906,Shantha Thakur,F,ASI,2,APSI,STN-KA-SHV-0004,KA-SHV,Shivamogga,6632575161,2009-12-16,16,general_0900_1800,anti_corruption,true,false
OFF-0001907,KSP/SHV/001907,Shivakumar Kumar,M,Head Constable,2,HC,STN-KA-SHV-0004,KA-SHV,Shivamogga,6233584856,2010-04-26,16,night_2200_0600,women_cell,false,false
OFF-0001908,KSP/SHV/001908,Mohan Naik,M,ASI,2,APSI,STN-KA-SHV-0004,KA-SHV,Shivamogga,7501873390,2009-10-04,16,afternoon_1400_2200,women_cell,true,false
OFF-0001909,KSP/SHV/001909,Umesh Krishnamurthy,M,Constable,1,PC,STN-KA-SHV-0004,KA-SHV,Shivamogga,6554160538,2001-02-20,25,night_2200_0600,narcotics,false,false
OFF-0001910,KSP/SHV/001910,Seeta Tantri,F,Constable,1,PC,STN-KA-SHV-0005,KA-SHV,Shivamogga,8463018163,2004-06-01,22,afternoon_1400_2200,crime_branch,false,false
OFF-0001911,KSP/SHV/001911,Sangeetha Tantri,F,Constable,1,PC,STN-KA-SHV-0005,KA-SHV,Shivamogga,6796210691,2019-09-05,6,afternoon_1400_2200,general,false,false
OFF-0001912,KSP/SHV/001912,Kavitha Patil,F,Constable,1,PC,STN-KA-SHV-0005,KA-SHV,Shivamogga,9627752393,2012-03-23,14,night_2200_0600,sb_intelligence,false,false
OFF-0001913,KSP/SHV/001913,Mahesh Pillai,M,Sub-Inspector,3,PSI,STN-KA-SHV-0005,KA-SHV,Shivamogga,6646124208,2012-03-24,14,morning_0600_1400,juvenile,true,true
OFF-0001914,KSP/SHV/001914,Swathi Vokkaliga,F,Constable,1,PC,STN-KA-SHV-0005,KA-SHV,Shivamogga,7491289675,2022-07-25,3,morning_0600_1400,anti_corruption,false,false
OFF-0001915,KSP/SHV/001915,Nitya Sharma,F,Constable,1,PC,STN-KA-SHV-0005,KA-SHV,Shivamogga,6895560223,2015-10-13,10,afternoon_1400_2200,juvenile,false,false
OFF-0001916,KSP/SHV/001916,Seeta Kamath,F,Head Constable,2,HC,STN-KA-SHV-0006,KA-SHV,Shivamogga,7164758671,2011-09-17,14,night_2200_0600,cyber_crime,false,false
OFF-0001917,KSP/SHV/001917,Prashanth Thakur,M,Constable,1,PC,STN-KA-SHV-0006,KA-SHV,Shivamogga,6391419761,2001-09-02,24,afternoon_1400_2200,general,false,false
OFF-0001918,KSP/SHV/001918,Mohan Thakur,M,Head Constable,2,HC,STN-KA-SHV-0006,KA-SHV,Shivamogga,7054907236,2004-11-13,21,morning_0600_1400,anti_corruption,false,false
OFF-0001919,KSP/SHV/001919,Ajay Bhat,M,Constable,1,PC,STN-KA-SHV-0006,KA-SHV,Shivamogga,7011780963,1999-05-04,27,night_2200_0600,traffic,false,false
OFF-0001920,KSP/SHV/001920,Nirmala Shetty,F,ASI,2,APSI,STN-KA-SHV-0007,KA-SHV,Shivamogga,7346842254,2024-02-02,2,morning_0600_1400,traffic,true,false
OFF-0001921,KSP/SHV/001921,Satish Swamy,M,Constable,1,PC,STN-KA-SHV-0007,KA-SHV,Shivamogga,9282351850,2013-09-29,12,night_2200_0600,sb_intelligence,false,false
OFF-0001922,KSP/SHV/001922,Nagaraj Gowda,M,Head Constable,2,HC,STN-KA-SHV-0007,KA-SHV,Shivamogga,9293876395,1997-05-26,29,general_0900_1800,anti_corruption,false,false
OFF-0001923,KSP/SHV/001923,Anita Kamath,F,Head Constable,2,HC,STN-KA-SHV-0007,KA-SHV,Shivamogga,7232991067,1996-11-03,29,morning_0600_1400,anti_corruption,false,false
OFF-0001924,KSP/SHV/001924,Vikram Ayyar,M,Constable,1,PC,STN-KA-SHV-0008,KA-SHV,Shivamogga,9939504674,2011-04-21,15,night_2200_0600,narcotics,false,false
OFF-0001925,KSP/SHV/001925,Ganesh Raju,M,Head Constable,2,HC,STN-KA-SHV-0008,KA-SHV,Shivamogga,7031365852,2024-09-20,1,night_2200_0600,women_cell,false,false
OFF-0001926,KSP/SHV/001926,Saritha Krishnamurthy,F,ASI,2,APSI,STN-KA-SHV-0008,KA-SHV,Shivamogga,6177840615,2013-05-08,13,night_2200_0600,anti_corruption,true,false
OFF-0001927,KSP/SHV/001927,Srikanth Kamath,M,Head Constable,2,HC,STN-KA-SHV-0008,KA-SHV,Shivamogga,7933121813,2018-06-14,8,morning_0600_1400,traffic,false,false
OFF-0001928,KSP/SHV/001928,Deepak Adiga,M,Head Constable,2,HC,STN-KA-SHV-0009,KA-SHV,Shivamogga,6166493998,2010-12-03,15,night_2200_0600,general,false,false
OFF-0001929,KSP/SHV/001929,Anita Tantri,F,Constable,1,PC,STN-KA-SHV-0009,KA-SHV,Shivamogga,6805754198,2021-07-28,4,general_0900_1800,juvenile,false,false
OFF-0001930,KSP/SHV/001930,Radha Thakur,F,Head Constable,2,HC,STN-KA-SHV-0009,KA-SHV,Shivamogga,7713911477,2025-03-21,1,afternoon_1400_2200,cyber_crime,false,false
OFF-0001931,KSP/SHV/001931,Arjun Udupi,M,Constable,1,PC,STN-KA-SHV-0009,KA-SHV,Shivamogga,6566918545,2000-10-01,25,morning_0600_1400,cyber_crime,false,false
OFF-0001932,KSP/SHV/001932,Ravi Ayyar,M,Head Constable,2,HC,STN-KA-SHV-0010,KA-SHV,Shivamogga,9394214838,2007-12-25,18,general_0900_1800,narcotics,false,false
OFF-0001933,KSP/SHV/001933,Rohit Adiga,M,Sub-Inspector,3,PSI,STN-KA-SHV-0010,KA-SHV,Shivamogga,6504994479,2009-09-19,16,morning_0600_1400,sb_intelligence,true,true
OFF-0001934,KSP/SHV/001934,Raghavendra Udupi,M,Constable,1,PC,STN-KA-SHV-0010,KA-SHV,Shivamogga,6287069857,2001-11-24,24,general_0900_1800,juvenile,false,false
OFF-0001935,KSP/SHV/001935,Rohit Kumar,M,Constable,1,PC,STN-KA-SHV-0010,KA-SHV,Shivamogga,6481332184,2001-01-27,25,night_2200_0600,general,false,false
OFF-0001936,KSP/SHV/001936,Tejas Sharma,M,Constable,1,PC,STN-KA-SHV-0011,KA-SHV,Shivamogga,7712828791,2001-11-15,24,afternoon_1400_2200,narcotics,false,false
OFF-0001937,KSP/SHV/001937,Ramesh Verma,M,Sub-Inspector,3,PSI,STN-KA-SHV-0011,KA-SHV,Shivamogga,7717860940,2022-10-31,3,afternoon_1400_2200,women_cell,true,true
OFF-0001938,KSP/SHV/001938,Nirmala Reddy,F,Constable,1,PC,STN-KA-SHV-0011,KA-SHV,Shivamogga,8442314955,2002-01-05,24,general_0900_1800,crime_branch,false,false
OFF-0001939,KSP/SHV/001939,Manjunath Aras,M,Constable,1,PC,STN-KA-SHV-0011,KA-SHV,Shivamogga,9896695307,1999-08-30,26,morning_0600_1400,narcotics,false,false
OFF-0001940,KSP/SHV/001940,Tejas Shetty,M,Constable,1,PC,STN-KA-SHV-0012,KA-SHV,Shivamogga,8909315136,2015-07-06,11,general_0900_1800,general,false,false
OFF-0001941,KSP/SHV/001941,Suresh Sharma,M,Head Constable,2,HC,STN-KA-SHV-0012,KA-SHV,Shivamogga,8531334887,2020-09-30,5,general_0900_1800,general,false,false
OFF-0001942,KSP/SHV/001942,Suma Krishnamurthy,F,Sub-Inspector,3,PSI,STN-KA-SHV-0012,KA-SHV,Shivamogga,6103690714,2011-07-14,15,general_0900_1800,cyber_crime,true,true
OFF-0001943,KSP/SHV/001943,Radha Naik,F,Sub-Inspector,3,PSI,STN-KA-SHV-0012,KA-SHV,Shivamogga,6909711807,2015-02-07,11,afternoon_1400_2200,sb_intelligence,true,false
OFF-0001944,KSP/SHV/001944,Prashanth Sharma,M,Head Constable,2,HC,STN-KA-SHV-0013,KA-SHV,Shivamogga,8176695473,2007-06-30,19,night_2200_0600,sb_intelligence,false,false
OFF-0001945,KSP/SHV/001945,Arjun Kamath,M,Head Constable,2,HC,STN-KA-SHV-0013,KA-SHV,Shivamogga,9142335694,1998-08-31,27,night_2200_0600,juvenile,false,false
OFF-0001946,KSP/SHV/001946,Abhishek Desai,M,Constable,1,PC,STN-KA-SHV-0013,KA-SHV,Shivamogga,7429987796,1999-04-22,27,morning_0600_1400,anti_corruption,false,false
OFF-0001947,KSP/SHV/001947,Yogesh Patil,M,Constable,1,PC,STN-KA-SHV-0013,KA-SHV,Shivamogga,7406236026,2001-01-13,25,afternoon_1400_2200,anti_corruption,false,false
OFF-0001948,KSP/SHV/001948,Lakshmi Shastri,F,Constable,1,PC,STN-KA-SHV-0014,KA-SHV,Shivamogga,7994807425,2008-02-06,18,afternoon_1400_2200,narcotics,false,false
OFF-0001949,KSP/SHV/001949,Shivakumar Nambiar,M,Constable,1,PC,STN-KA-SHV-0014,KA-SHV,Shivamogga,8266295785,2024-07-04,2,afternoon_1400_2200,crime_branch,false,false
OFF-0001950,KSP/SHV/001950,Tejas Naik,M,Head Constable,2,HC,STN-KA-SHV-0014,KA-SHV,Shivamogga,7087617794,2012-03-15,14,afternoon_1400_2200,traffic,false,false
OFF-0001951,KSP/SHV/001951,Rohit Tantri,M,Constable,1,PC,STN-KA-SHV-0014,KA-SHV,Shivamogga,8892501640,2021-06-07,5,night_2200_0600,narcotics,false,false
OFF-0001952,KSP/SHV/001952,Vinay Swamy,M,Constable,1,PC,STN-KA-SHV-0015,KA-SHV,Shivamogga,8319268283,2016-07-24,9,general_0900_1800,juvenile,false,false
OFF-0001953,KSP/SHV/001953,Satish Vokkaliga,M,Constable,1,PC,STN-KA-SHV-0015,KA-SHV,Shivamogga,8759842640,1999-03-16,27,afternoon_1400_2200,cyber_crime,false,false
OFF-0001954,KSP/SHV/001954,Satish Thakur,M,ASI,2,APSI,STN-KA-SHV-0015,KA-SHV,Shivamogga,6464470271,2015-04-16,11,morning_0600_1400,anti_corruption,true,false
OFF-0001955,KSP/SHV/001955,Saritha Kamath,F,Sub-Inspector,3,PSI,STN-KA-SHV-0015,KA-SHV,Shivamogga,6634798384,2024-11-12,1,general_0900_1800,women_cell,true,true
OFF-0001956,KSP/SHV/001956,Akash Lingayat,M,Head Constable,2,HC,STN-KA-SHV-0015,KA-SHV,Shivamogga,7505315637,2017-05-06,9,morning_0600_1400,cyber_crime,false,false
OFF-0001957,KSP/SHV/001957,Geetha Gowda,F,ASI,2,APSI,STN-KA-SHV-0015,KA-SHV,Shivamogga,7917239189,2021-06-07,5,night_2200_0600,crime_branch,true,false
OFF-0001958,KSP/SHV/001958,Satish Aras,M,DSP,5,DSP,STN-KA-SHV-0015,KA-SHV,Shivamogga,9113574431,2016-03-11,10,general_0900_1800,anti_corruption,false,false
OFF-0001959,KSP/SHV/001959,Ravi Udupi,M,Constable,1,PC,STN-KA-SHV-0016,KA-SHV,Shivamogga,8176807261,2013-07-25,12,afternoon_1400_2200,cyber_crime,false,false
OFF-0001960,KSP/SHV/001960,Suresh Gowda,M,Head Constable,2,HC,STN-KA-SHV-0016,KA-SHV,Shivamogga,7733181199,2013-02-15,13,night_2200_0600,juvenile,false,false
OFF-0001961,KSP/SHV/001961,Ajay Verma,M,Constable,1,PC,STN-KA-SHV-0016,KA-SHV,Shivamogga,6440880306,1999-02-21,27,night_2200_0600,crime_branch,false,false
OFF-0001962,KSP/SHV/001962,Mohan Sharma,M,Head Constable,2,HC,STN-KA-SHV-0016,KA-SHV,Shivamogga,9851294782,2000-06-10,26,general_0900_1800,sb_intelligence,false,false
OFF-0001963,KSP/SHV/001963,Madhu Hegde,F,Constable,1,PC,STN-KA-SHV-0016,KA-SHV,Shivamogga,9686184313,2018-12-17,7,afternoon_1400_2200,general,false,false
OFF-0001964,KSP/SHV/001964,Kiran Rao,M,Constable,1,PC,STN-KA-SHV-0016,KA-SHV,Shivamogga,6662852444,2001-10-17,24,afternoon_1400_2200,women_cell,false,false
OFF-0001965,KSP/SHV/001965,Prakash Desai,M,Constable,1,PC,STN-KA-SHV-0016,KA-SHV,Shivamogga,7091004465,1998-10-26,27,night_2200_0600,juvenile,false,false
OFF-0001966,KSP/SHV/001966,Arjun Desai,M,SP,6,SP,STN-KA-SHV-0016,KA-SHV,Shivamogga,8517000764,1999-07-10,27,morning_0600_1400,cyber_crime,false,false
OFF-0001967,KSP/SHV/001967,Amala Thakur,F,Constable,1,PC,STN-KA-SHV-0017,KA-SHV,Shivamogga,7486018899,2002-07-12,24,night_2200_0600,cyber_crime,false,false
OFF-0001968,KSP/SHV/001968,Raghavendra Swamy,M,SP,6,SP,STN-KA-SHV-0017,KA-SHV,Shivamogga,9458880611,2009-03-22,17,general_0900_1800,sb_intelligence,false,false
OFF-0001969,KSP/SHV/001969,Anil Kumar,M,Sub-Inspector,3,PSI,STN-KA-SHV-0017,KA-SHV,Shivamogga,6054883732,2009-09-14,16,morning_0600_1400,traffic,true,true
OFF-0001970,KSP/SHV/001970,Srikanth Verma,M,DSP,5,DSP,STN-KA-SHV-0017,KA-SHV,Shivamogga,7809476861,2017-06-13,9,morning_0600_1400,sb_intelligence,false,false
OFF-0001971,KSP/TKR/001971,Bharathi Shetty,F,Constable,1,PC,STN-KA-TKR-0000,KA-TKR,Tumakuru,9725138465,2006-08-28,19,night_2200_0600,cyber_crime,false,false
OFF-0001972,KSP/TKR/001972,Arjun Udupi,M,Constable,1,PC,STN-KA-TKR-0000,KA-TKR,Tumakuru,8815212167,2008-12-24,17,night_2200_0600,crime_branch,false,false
OFF-0001973,KSP/TKR/001973,Ramesh Tantri,M,DIG,7,DIG,STN-KA-TKR-0000,KA-TKR,Tumakuru,8607701152,2019-05-09,7,night_2200_0600,juvenile,false,false
OFF-0001974,KSP/TKR/001974,Prakash Raju,M,Head Constable,2,HC,STN-KA-TKR-0000,KA-TKR,Tumakuru,9759487408,2019-04-22,7,night_2200_0600,cyber_crime,false,false
OFF-0001975,KSP/TKR/001975,Suma Singh,F,Constable,1,PC,STN-KA-TKR-0001,KA-TKR,Tumakuru,8806535243,2001-08-06,24,night_2200_0600,crime_branch,false,false
OFF-0001976,KSP/TKR/001976,Vinay Krishnamurthy,M,Constable,1,PC,STN-KA-TKR-0001,KA-TKR,Tumakuru,6631488890,2006-12-13,19,general_0900_1800,traffic,false,false
OFF-0001977,KSP/TKR/001977,Prakash Verma,M,ASI,2,APSI,STN-KA-TKR-0001,KA-TKR,Tumakuru,8074767469,1998-12-15,27,night_2200_0600,sb_intelligence,true,false
OFF-0001978,KSP/TKR/001978,Sandeep Adiga,M,Head Constable,2,HC,STN-KA-TKR-0001,KA-TKR,Tumakuru,6098593849,2014-07-01,12,general_0900_1800,cyber_crime,false,false
OFF-0001979,KSP/TKR/001979,Vinay Reddy,M,Constable,1,PC,STN-KA-TKR-0002,KA-TKR,Tumakuru,6531055405,2001-10-23,24,morning_0600_1400,cyber_crime,false,false
OFF-0001980,KSP/TKR/001980,Mahesh Singh,M,Constable,1,PC,STN-KA-TKR-0002,KA-TKR,Tumakuru,8565954757,2002-03-18,24,general_0900_1800,juvenile,false,false
OFF-0001981,KSP/TKR/001981,Gaurav Udupi,M,Constable,1,PC,STN-KA-TKR-0002,KA-TKR,Tumakuru,6964875404,2024-05-02,2,general_0900_1800,crime_branch,false,false
OFF-0001982,KSP/TKR/001982,Mohan Ayyar,M,Sub-Inspector,3,PSI,STN-KA-TKR-0002,KA-TKR,Tumakuru,8624318834,2013-10-28,12,afternoon_1400_2200,cyber_crime,true,true
OFF-0001983,KSP/TKR/001983,Rajesh Singh,M,Constable,1,PC,STN-KA-TKR-0003,KA-TKR,Tumakuru,8332899365,2019-10-03,6,night_2200_0600,crime_branch,false,false
OFF-0001984,KSP/TKR/001984,Prashanth Krishnamurthy,M,Sub-Inspector,3,PSI,STN-KA-TKR-0003,KA-TKR,Tumakuru,8891725031,2007-04-16,19,night_2200_0600,traffic,true,true
OFF-0001985,KSP/TKR/001985,Kavitha Tantri,F,Constable,1,PC,STN-KA-TKR-0003,KA-TKR,Tumakuru,6351432603,1997-12-13,28,afternoon_1400_2200,anti_corruption,false,false
OFF-0001986,KSP/TKR/001986,Deepa Gowda,F,Constable,1,PC,STN-KA-TKR-0003,KA-TKR,Tumakuru,9076632538,2023-04-17,3,night_2200_0600,general,false,false
OFF-0001987,KSP/TKR/001987,Ajay Aras,M,Constable,1,PC,STN-KA-TKR-0004,KA-TKR,Tumakuru,7859289450,2024-04-07,2,night_2200_0600,traffic,false,false
OFF-0001988,KSP/TKR/001988,Sandeep Nayak,M,Inspector,4,PI,STN-KA-TKR-0004,KA-TKR,Tumakuru,8344746217,2018-08-02,7,general_0900_1800,traffic,true,true
OFF-0001989,KSP/TKR/001989,Tejas Prabhu,M,DIG,7,DIG,STN-KA-TKR-0004,KA-TKR,Tumakuru,8712448149,2003-03-30,23,morning_0600_1400,cyber_crime,false,false
OFF-0001990,KSP/TKR/001990,Rohit Krishnamurthy,M,Constable,1,PC,STN-KA-TKR-0004,KA-TKR,Tumakuru,8218328601,2025-03-23,1,afternoon_1400_2200,anti_corruption,false,false
OFF-0001991,KSP/TKR/001991,Anita Patil,F,Constable,1,PC,STN-KA-TKR-0005,KA-TKR,Tumakuru,9988834665,2000-01-13,26,general_0900_1800,traffic,false,false
OFF-0001992,KSP/TKR/001992,Suma Lingayat,F,ASI,2,APSI,STN-KA-TKR-0005,KA-TKR,Tumakuru,9858049677,2023-06-01,3,afternoon_1400_2200,crime_branch,true,false
OFF-0001993,KSP/TKR/001993,Ganesh Verma,M,Constable,1,PC,STN-KA-TKR-0005,KA-TKR,Tumakuru,9094798266,2023-03-13,3,general_0900_1800,cyber_crime,false,false
OFF-0001994,KSP/TKR/001994,Prakash Raju,M,Constable,1,PC,STN-KA-TKR-0005,KA-TKR,Tumakuru,8677264472,2004-06-08,22,general_0900_1800,general,false,false
OFF-0001995,KSP/TKR/001995,Tejas Verma,M,Constable,1,PC,STN-KA-TKR-0005,KA-TKR,Tumakuru,8208900246,2009-04-02,17,night_2200_0600,anti_corruption,false,false
OFF-0001996,KSP/TKR/001996,Yogesh Tantri,M,ASI,2,APSI,STN-KA-TKR-0005,KA-TKR,Tumakuru,6715936380,1998-07-16,28,general_0900_1800,women_cell,true,false
OFF-0001997,KSP/TKR/001997,Prashanth Tantri,M,Inspector,4,PI,STN-KA-TKR-0005,KA-TKR,Tumakuru,6357759467,2010-09-24,15,morning_0600_1400,juvenile,true,true
OFF-0001998,KSP/TKR/001998,Madhu Murthy,F,ASI,2,APSI,STN-KA-TKR-0006,KA-TKR,Tumakuru,8426519245,2023-02-06,3,night_2200_0600,narcotics,true,false
OFF-0001999,KSP/TKR/001999,Vikram Desai,M,Inspector,4,PI,STN-KA-TKR-0006,KA-TKR,Tumakuru,6900491033,2019-07-14,7,general_0900_1800,general,true,true
OFF-0002000,KSP/TKR/002000,Harsh Gowda,M,Sub-Inspector,3,PSI,STN-KA-TKR-0006,KA-TKR,Tumakuru,7333032442,2010-11-02,15,night_2200_0600,anti_corruption,true,false
OFF-0002001,KSP/TKR/002001,Akash Naik,M,Head Constable,2,HC,STN-KA-TKR-0006,KA-TKR,Tumakuru,8406997984,2022-10-21,3,general_0900_1800,juvenile,false,false
OFF-0002002,KSP/TKR/002002,Madhu Tantri,F,DSP,5,DSP,STN-KA-TKR-0007,KA-TKR,Tumakuru,8971090578,2020-07-01,6,afternoon_1400_2200,cyber_crime,false,false
OFF-0002003,KSP/TKR/002003,Rajesh Rao,M,DSP,5,DSP,STN-KA-TKR-0007,KA-TKR,Tumakuru,9141309804,2009-08-09,16,general_0900_1800,traffic,false,false
OFF-0002004,KSP/TKR/002004,Umesh Joshi,M,Head Constable,2,HC,STN-KA-TKR-0007,KA-TKR,Tumakuru,6370693408,2009-04-17,17,night_2200_0600,crime_branch,false,false
OFF-0002005,KSP/TKR/002005,Ajay Joshi,M,Head Constable,2,HC,STN-KA-TKR-0007,KA-TKR,Tumakuru,7892426731,2008-06-02,18,general_0900_1800,cyber_crime,false,false
OFF-0002006,KSP/TKR/002006,Ravi Naik,M,Constable,1,PC,STN-KA-TKR-0008,KA-TKR,Tumakuru,7837995860,2016-05-13,10,general_0900_1800,cyber_crime,false,false
OFF-0002007,KSP/TKR/002007,Arjun Nayak,M,DSP,5,DSP,STN-KA-TKR-0008,KA-TKR,Tumakuru,7257095443,1999-09-13,26,afternoon_1400_2200,cyber_crime,false,false
OFF-0002008,KSP/TKR/002008,Manjunath Nayak,M,Constable,1,PC,STN-KA-TKR-0008,KA-TKR,Tumakuru,6377865916,2011-01-24,15,afternoon_1400_2200,narcotics,false,false
OFF-0002009,KSP/TKR/002009,Satish Shetty,M,Sub-Inspector,3,PSI,STN-KA-TKR-0008,KA-TKR,Tumakuru,8672796813,2011-06-22,15,afternoon_1400_2200,traffic,true,true
OFF-0002010,KSP/TKR/002010,Sandeep Patil,M,Head Constable,2,HC,STN-KA-TKR-0009,KA-TKR,Tumakuru,8880775969,2005-01-13,21,morning_0600_1400,juvenile,false,false
OFF-0002011,KSP/TKR/002011,Vidya Nambiar,F,Constable,1,PC,STN-KA-TKR-0009,KA-TKR,Tumakuru,9135646101,2020-12-28,5,morning_0600_1400,traffic,false,false
OFF-0002012,KSP/TKR/002012,Tejas Nambiar,M,Head Constable,2,HC,STN-KA-TKR-0009,KA-TKR,Tumakuru,7125075850,1997-05-21,29,afternoon_1400_2200,crime_branch,false,false
OFF-0002013,KSP/TKR/002013,Saritha Kumar,F,Constable,1,PC,STN-KA-TKR-0009,KA-TKR,Tumakuru,6374064895,2018-06-11,8,general_0900_1800,juvenile,false,false
OFF-0002014,KSP/TKR/002014,Kavitha Singh,F,Constable,1,PC,STN-KA-TKR-0010,KA-TKR,Tumakuru,9594840130,2022-11-02,3,night_2200_0600,women_cell,false,false
OFF-0002015,KSP/TKR/002015,Priya Singh,F,ASI,2,APSI,STN-KA-TKR-0010,KA-TKR,Tumakuru,6152102638,2015-11-18,10,morning_0600_1400,anti_corruption,true,false
OFF-0002016,KSP/TKR/002016,Pooja Naik,F,Constable,1,PC,STN-KA-TKR-0010,KA-TKR,Tumakuru,6598053596,2024-03-15,2,night_2200_0600,women_cell,false,false
OFF-0002017,KSP/TKR/002017,Arjun Kumar,M,ASI,2,APSI,STN-KA-TKR-0010,KA-TKR,Tumakuru,9517371358,2007-09-25,18,night_2200_0600,women_cell,true,false
OFF-0002018,KSP/TKR/002018,Srikanth Udupi,M,Constable,1,PC,STN-KA-TKR-0011,KA-TKR,Tumakuru,6839018440,2021-11-20,4,night_2200_0600,juvenile,false,false
OFF-0002019,KSP/TKR/002019,Mohan Verma,M,SP,6,SP,STN-KA-TKR-0011,KA-TKR,Tumakuru,8783370333,2003-11-27,22,morning_0600_1400,anti_corruption,false,false
OFF-0002020,KSP/TKR/002020,Rohit Verma,M,Constable,1,PC,STN-KA-TKR-0011,KA-TKR,Tumakuru,7130194431,2011-11-16,14,morning_0600_1400,sb_intelligence,false,false
OFF-0002021,KSP/TKR/002021,Rajesh Reddy,M,Head Constable,2,HC,STN-KA-TKR-0011,KA-TKR,Tumakuru,6990738050,2006-01-02,20,night_2200_0600,sb_intelligence,false,false
OFF-0002022,KSP/TKR/002022,Gaurav Kamath,M,SP,6,SP,STN-KA-TKR-0012,KA-TKR,Tumakuru,7205312698,2018-07-17,8,afternoon_1400_2200,juvenile,false,false
OFF-0002023,KSP/TKR/002023,Kiran Shetty,M,SP,6,SP,STN-KA-TKR-0012,KA-TKR,Tumakuru,7812273315,2006-08-12,19,morning_0600_1400,crime_branch,false,false
OFF-0002024,KSP/TKR/002024,Mohan Raju,M,Sub-Inspector,3,PSI,STN-KA-TKR-0012,KA-TKR,Tumakuru,8765057612,2011-10-26,14,afternoon_1400_2200,general,true,true
OFF-0002025,KSP/TKR/002025,Yogesh Kumar,M,Inspector,4,PI,STN-KA-TKR-0012,KA-TKR,Tumakuru,8152063630,2003-06-26,23,night_2200_0600,sb_intelligence,true,false
OFF-0002026,KSP/TKR/002026,Anjali Vokkaliga,F,Head Constable,2,HC,STN-KA-TKR-0013,KA-TKR,Tumakuru,9791685095,2011-11-30,14,night_2200_0600,cyber_crime,false,false
OFF-0002027,KSP/TKR/002027,Yogesh Raju,M,Head Constable,2,HC,STN-KA-TKR-0013,KA-TKR,Tumakuru,7728818413,2021-08-28,4,night_2200_0600,sb_intelligence,false,false
OFF-0002028,KSP/TKR/002028,Deepak Kumar,M,Head Constable,2,HC,STN-KA-TKR-0013,KA-TKR,Tumakuru,8414236179,2011-04-24,15,night_2200_0600,women_cell,false,false
OFF-0002029,KSP/TKR/002029,Basavaraj Joshi,M,Constable,1,PC,STN-KA-TKR-0013,KA-TKR,Tumakuru,8906805083,1998-01-01,28,morning_0600_1400,women_cell,false,false
OFF-0002030,KSP/TKR/002030,Harsh Nambiar,M,Head Constable,2,HC,STN-KA-TKR-0014,KA-TKR,Tumakuru,9270184946,2016-09-12,9,general_0900_1800,women_cell,false,false
OFF-0002031,KSP/TKR/002031,Kiran Singh,M,Constable,1,PC,STN-KA-TKR-0014,KA-TKR,Tumakuru,6544224287,2023-12-22,2,morning_0600_1400,sb_intelligence,false,false
