accused_id,fir_id,criminal_id,name_en,name_kn,age,gender,address,is_known,is_arrested,role
ACC-FIR-RBG-2021-00032-000,FIR-RBG-2021-00032,CRM-0000236,Nitya Shetty,ಭಾರತಿ ತಂತ್ರಿ,68,F,,true,false,principal
ACC-FIR-HBL-2021-00012-000,FIR-HBL-2021-00012,CRM-0000137,Radha Tantri,ಪ್ರಿಯಾ ವೊಕ್ಕಲಿಗ,58,F,,true,false,principal
ACC-FIR-BLR-2021-00065-000,FIR-BLR-2021-00065,,Vikram Vokkaliga,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-UDR-2021-00027-000,FIR-UDR-2021-00027,CRM-0000234,Deepa Desai,ಲಕ್ಷ್ಮಿ ಮೂರ್ತಿ,39,F,,true,false,principal
ACC-FIR-UDR-2021-00027-001,FIR-UDR-2021-00027,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,accomplice
ACC-FIR-VKT-2021-00005-000,FIR-VKT-2021-00005,CRM-0000042,Ganesh Udupi,ನಾಗರಾಜ್ ರಾವ್,56,M,,true,true,principal
ACC-FIR-UDR-2021-00028-000,FIR-UDR-2021-00028,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,true,principal
ACC-FIR-BLR-2021-00066-000,FIR-BLR-2021-00066,,Anil Aras,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-KLP-2021-00029-000,FIR-KLP-2021-00029,CRM-0000107,Rohit Kamath,ರಾಜೇಶ್ ಅಯ್ಯರ್,36,M,,true,false,principal
ACC-FIR-UDR-2021-00029-000,FIR-UDR-2021-00029,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-BLR-2021-00067-000,FIR-BLR-2021-00067,CRM-0000097,Anjali Rao,ಸುಜಾತಾ ನಂಬಿಯಾರ್,30,F,,true,true,principal
ACC-FIR-MGL-2021-00016-000,FIR-MGL-2021-00016,,Abhishek Lingayat,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-KLP-2021-00030-000,FIR-KLP-2021-00030,CRM-0000083,Priya Hegde,ರಾಧಾ ಹೆಗಡೆ,40,F,,false,false,principal
ACC-FIR-BLR2-2021-00013-000,FIR-BLR2-2021-00013,,Satish Krishnamurthy,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-UDR-2021-00030-000,FIR-UDR-2021-00030,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,true,principal
ACC-FIR-HBL-2021-00013-000,FIR-HBL-2021-00013,,Sneha Tantri,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-KLP-2021-00031-000,FIR-KLP-2021-00031,,Rajesh Tantri,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-VKT-2021-00006-000,FIR-VKT-2021-00006,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-BLR2-2021-00014-000,FIR-BLR2-2021-00014,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-HBL-2021-00014-000,FIR-HBL-2021-00014,CRM-0000146,Geetha Murthy,ವಿದ್ಯಾ ರಾವ್,63,F,,false,false,principal
ACC-FIR-MGL-2021-00017-000,FIR-MGL-2021-00017,CRM-0000004,Amala Verma,ಗೀತಾ ಭಟ್,16,F,,true,false,principal
ACC-FIR-VKT-2021-00007-000,FIR-VKT-2021-00007,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-HSN-2021-00003-000,FIR-HSN-2021-00003,CRM-0000133,Anita Udupi,ಅಂಜಲಿ ಶೆಟ್ಟಿ,24,F,,true,false,principal
ACC-FIR-HSN-2021-00003-001,FIR-HSN-2021-00003,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,accomplice
ACC-FIR-UDR-2021-00031-000,FIR-UDR-2021-00031,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,true,principal
ACC-FIR-BLR-2021-00068-000,FIR-BLR-2021-00068,,Sneha Shetty,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-MGL-2021-00018-000,FIR-MGL-2021-00018,,Vinay Pillai,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-RCR-2021-00003-000,FIR-RCR-2021-00003,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-BLR-2021-00069-000,FIR-BLR-2021-00069,CRM-0000124,Deepa Sharma,ಸ್ವಾತಿ ಕೃಷ್ಣಮೂರ್ತಿ,34,F,,true,false,principal
ACC-FIR-RCR-2021-00004-000,FIR-RCR-2021-00004,CRM-0000151,Anjali Shetty,ಸಂಗೀತಾ ನಂಬಿಯಾರ್,22,F,,false,false,principal
ACC-FIR-HSN-2021-00004-000,FIR-HSN-2021-00004,CRM-0000190,Nagaraj Krishnamurthy,ಶ್ರೀಕಾಂತ್ ಸ್ವಾಮಿ,37,M,,true,false,principal
ACC-FIR-BLR-2021-00070-000,FIR-BLR-2021-00070,,Ramesh Murthy,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-VKT-2021-00008-000,FIR-VKT-2021-00008,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-BLR2-2021-00015-000,FIR-BLR2-2021-00015,CRM-0000189,Shivakumar Rao,ಪ್ರಶಾಂತ್ ರೆಡ್ಡಿ,61,M,,true,false,principal
ACC-FIR-BLR-2021-00071-000,FIR-BLR-2021-00071,CRM-0000242,Tejas Shastri,ಯೋಗೇಶ್ ನಾಯ್ಕ್,47,M,,false,true,principal
ACC-FIR-UDR-2021-00032-000,FIR-UDR-2021-00032,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,true,principal
ACC-FIR-HSN-2021-00005-000,FIR-HSN-2021-00005,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-UDR-2021-00033-000,FIR-UDR-2021-00033,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,true,principal
ACC-FIR-HSN-2021-00006-000,FIR-HSN-2021-00006,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-UDR-2021-00034-000,FIR-UDR-2021-00034,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,true,principal
ACC-FIR-HSN-2021-00007-000,FIR-HSN-2021-00007,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-BLR2-2021-00016-000,FIR-BLR2-2021-00016,CRM-0000242,Tejas Shastri,ಯೋಗೇಶ್ ನಾಯ್ಕ್,47,M,,true,false,principal
ACC-FIR-MYS-2021-00020-000,FIR-MYS-2021-00020,CRM-0000201,Tejas Singh,ಗೌರವ್ ನಂಬಿಯಾರ್,47,M,,true,true,principal
ACC-FIR-HSN-2021-00008-000,FIR-HSN-2021-00008,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-BLG-2021-00011-000,FIR-BLG-2021-00011,CRM-0000143,Gaurav Reddy,ಅರ್ಜುನ್ ಶಾಸ್ತ್ರಿ,41,M,,true,true,principal
ACC-FIR-BLR2-2021-00017-000,FIR-BLR2-2021-00017,CRM-0000237,Anjali Krishnamurthy,ಸುಜಾತಾ ನಾಯ್ಕ್,28,F,,true,false,principal
ACC-FIR-BLR-2021-00072-000,FIR-BLR-2021-00072,CRM-0000018,Ajay Swamy,ಮಹೇಶ್ ಅರಸ್,24,M,,false,true,principal
ACC-FIR-HBL-2021-00015-000,FIR-HBL-2021-00015,,Ravi Swamy,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-HBL-2021-00016-000,FIR-HBL-2021-00016,CRM-0000144,Yogesh Reddy,ಅಭಿಷೇಕ್ ಕುಮಾರ್,23,M,,true,false,principal
ACC-FIR-HBL-2021-00016-001,FIR-HBL-2021-00016,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,accomplice
ACC-FIR-HBL-2021-00016-002,FIR-HBL-2021-00016,CRM-0000092,Prakash Krishnamurthy,ಬಸವರಾಜ್ ಕುಮಾರ್,21,M,,true,false,accomplice
ACC-FIR-HBL-2021-00016-003,FIR-HBL-2021-00016,CRM-0000081,Yogesh Naik,ಸುರೇಶ್ ಉಡುಪ,43,M,,true,false,accomplice
ACC-FIR-MDY-2021-00001-000,FIR-MDY-2021-00001,CRM-0000115,Amala Desai,ಸರಿತಾ ಪ್ರಭು,49,F,,false,false,principal
ACC-FIR-HBL-2021-00017-000,FIR-HBL-2021-00017,CRM-0000179,Basavaraj Udupi,ಬಸವರಾಜ್ ಲಿಂಗಾಯತ್,16,M,,false,false,principal
ACC-FIR-BLR-2021-00073-000,FIR-BLR-2021-00073,CRM-0000035,Vinay Patil,ಸಂದೀಪ್ ಪ್ರಭು,47,M,,true,false,principal
ACC-FIR-BLR-2021-00073-001,FIR-BLR-2021-00073,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,true,false,accomplice
ACC-FIR-BLR-2021-00074-000,FIR-BLR-2021-00074,,Ajay Joshi,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-MGL-2021-00019-000,FIR-MGL-2021-00019,CRM-0000236,Nitya Shetty,ಭಾರತಿ ತಂತ್ರಿ,68,F,,false,true,principal
ACC-FIR-HBL-2021-00018-000,FIR-HBL-2021-00018,CRM-0000188,Ravi Desai,ರಮೇಶ್ ಅರಸ್,21,M,,true,true,principal
ACC-FIR-HBL-2021-00018-001,FIR-HBL-2021-00018,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,accomplice
ACC-FIR-HBL-2021-00018-002,FIR-HBL-2021-00018,CRM-0000144,Yogesh Reddy,ಅಭಿಷೇಕ್ ಕುಮಾರ್,23,M,,true,false,accomplice
ACC-FIR-UDR-2021-00035-000,FIR-UDR-2021-00035,,Rekha Kumar,ಅಜ್ಞಾತ,,F,,false,false,principal
ACC-FIR-MGL-2021-00020-000,FIR-MGL-2021-00020,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-BLR-2021-00075-000,FIR-BLR-2021-00075,CRM-0000015,Sujatha Pillai,ವಿದ್ಯಾ ಜೋಶಿ,61,F,,false,false,principal
ACC-FIR-BLR-2021-00076-000,FIR-BLR-2021-00076,CRM-0000013,Suma Kamath,ಸೀತಾ ರಾವ್,48,F,,false,false,principal
ACC-FIR-BLR-2021-00076-001,FIR-BLR-2021-00076,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,accomplice
ACC-FIR-MDY-2021-00002-000,FIR-MDY-2021-00002,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-UDR-2021-00036-000,FIR-UDR-2021-00036,,Basavaraj Nayak,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-MGL-2021-00021-000,FIR-MGL-2021-00021,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-MDY-2021-00003-000,FIR-MDY-2021-00003,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-MDY-2021-00004-000,FIR-MDY-2021-00004,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-UDR-2021-00037-000,FIR-UDR-2021-00037,,Shivakumar Joshi,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-UDR-2021-00038-000,FIR-UDR-2021-00038,CRM-0000101,Geetha Reddy,ಕವಿತಾ ಲಿಂಗಾಯತ್,17,F,,false,true,principal
ACC-FIR-UDR-2021-00038-001,FIR-UDR-2021-00038,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,accomplice
ACC-FIR-MDY-2021-00005-000,FIR-MDY-2021-00005,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-UDR-2021-00039-000,FIR-UDR-2021-00039,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-HBL-2021-00019-000,FIR-HBL-2021-00019,CRM-0000091,Kiran Rao,ದೀಪಕ್ ಅಯ್ಯರ್,42,M,,true,false,principal
ACC-FIR-MGL-2021-00022-000,FIR-MGL-2021-00022,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,true,principal
ACC-FIR-MDY-2021-00006-000,FIR-MDY-2021-00006,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-MDY-2021-00007-000,FIR-MDY-2021-00007,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-VKT-2021-00009-000,FIR-VKT-2021-00009,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-MDY-2021-00008-000,FIR-MDY-2021-00008,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-VKT-2021-00010-000,FIR-VKT-2021-00010,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-HSN-2021-00009-000,FIR-HSN-2021-00009,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-MDY-2021-00009-000,FIR-MDY-2021-00009,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-VKT-2021-00011-000,FIR-VKT-2021-00011,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-RCR-2021-00005-000,FIR-RCR-2021-00005,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-MGL-2021-00023-000,FIR-MGL-2021-00023,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,principal
ACC-FIR-VKT-2021-00012-000,FIR-VKT-2021-00012,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00006-000,FIR-RCR-2021-00006,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-VKT-2021-00013-000,FIR-VKT-2021-00013,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-RCR-2021-00007-000,FIR-RCR-2021-00007,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,true,principal
ACC-FIR-HBL-2021-00020-000,FIR-HBL-2021-00020,CRM-0000046,Rajesh Hegde,ಗೌರವ್ ಹೆಗಡೆ,37,M,,false,false,principal
ACC-FIR-MGL-2021-00024-000,FIR-MGL-2021-00024,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,false,false,principal
ACC-FIR-VKT-2021-00014-000,FIR-VKT-2021-00014,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-RCR-2021-00008-000,FIR-RCR-2021-00008,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-BLR-2021-00077-000,FIR-BLR-2021-00077,,Kiran Kamath,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-VKT-2021-00015-000,FIR-VKT-2021-00015,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-BLRR-2021-00026-000,FIR-BLRR-2021-00026,,Ramesh Aras,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-VKT-2021-00016-000,FIR-VKT-2021-00016,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00009-000,FIR-RCR-2021-00009,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-VKT-2021-00017-000,FIR-VKT-2021-00017,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00010-000,FIR-RCR-2021-00010,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,true,principal
ACC-FIR-VKT-2021-00018-000,FIR-VKT-2021-00018,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00011-000,FIR-RCR-2021-00011,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-VKT-2021-00019-000,FIR-VKT-2021-00019,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00012-000,FIR-RCR-2021-00012,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-VKT-2021-00020-000,FIR-VKT-2021-00020,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,true,principal
ACC-FIR-RCR-2021-00013-000,FIR-RCR-2021-00013,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-BLR-2021-00078-000,FIR-BLR-2021-00078,CRM-0000211,Prashanth Pillai,ಶ್ರೀಕಾಂತ್ ಜೋಶಿ,54,M,,false,false,principal
ACC-FIR-VKT-2021-00021-000,FIR-VKT-2021-00021,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00014-000,FIR-RCR-2021-00014,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,false,principal
ACC-FIR-BLG-2021-00012-000,FIR-BLG-2021-00012,CRM-0000223,Harsh Krishnamurthy,ಅಜಯ್ ಪಾಟೀಲ್,49,M,,true,false,principal
ACC-FIR-VKT-2021-00022-000,FIR-VKT-2021-00022,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00015-000,FIR-RCR-2021-00015,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,true,principal
ACC-FIR-RBG-2021-00033-000,FIR-RBG-2021-00033,CRM-0000101,Geetha Reddy,ಕವಿತಾ ಲಿಂಗಾಯತ್,17,F,,true,false,principal
ACC-FIR-RBG-2021-00033-001,FIR-RBG-2021-00033,CRM-0000074,Rohit Sharma,ತೇಜಸ್ ಅಯ್ಯರ್,65,M,,true,false,accomplice
ACC-FIR-VKT-2021-00023-000,FIR-VKT-2021-00023,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-BLR-2021-00079-000,FIR-BLR-2021-00079,,Yogesh Nayak,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-VKT-2021-00024-000,FIR-VKT-2021-00024,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00016-000,FIR-RCR-2021-00016,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,true,principal
ACC-FIR-VKT-2021-00025-000,FIR-VKT-2021-00025,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00017-000,FIR-RCR-2021-00017,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,false,true,principal
ACC-FIR-VKT-2021-00026-000,FIR-VKT-2021-00026,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-KLP-2021-00032-000,FIR-KLP-2021-00032,CRM-0000219,Anjali Sharma,ಕವಿತಾ ಪಾಟೀಲ್,41,F,,false,false,principal
ACC-FIR-VKT-2021-00027-000,FIR-VKT-2021-00027,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,false,principal
ACC-FIR-RCR-2021-00018-000,FIR-RCR-2021-00018,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-RCR-2021-00019-000,FIR-RCR-2021-00019,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,true,principal
ACC-FIR-BLG-2021-00013-000,FIR-BLG-2021-00013,CRM-0000052,Kiran Tantri,ಪ್ರಶಾಂತ್ ದೇಸಾಯಿ,55,M,,true,false,principal
ACC-FIR-BLG-2021-00013-001,FIR-BLG-2021-00013,CRM-0000006,Sangeetha Murthy,ಲಕ್ಷ್ಮಿ ವೊಕ್ಕಲಿಗ,51,F,,false,true,accomplice
ACC-FIR-BLG-2021-00013-002,FIR-BLG-2021-00013,CRM-0000014,Yogesh Raju,ಉಮೇಶ್ ನಂಬಿಯಾರ್,28,M,,false,false,accomplice
ACC-FIR-HBL-2021-00021-000,FIR-HBL-2021-00021,,Ramesh Gowda,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-CTV-2021-00009-000,FIR-CTV-2021-00009,CRM-0000043,Deepa Ayyar,ಮಧು ಪ್ರಭು,54,F,,false,true,principal
ACC-FIR-RCR-2021-00020-000,FIR-RCR-2021-00020,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,true,principal
ACC-FIR-BLRR-2021-00027-000,FIR-BLRR-2021-00027,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,true,principal
ACC-FIR-RCR-2021-00021-000,FIR-RCR-2021-00021,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,true,principal
ACC-FIR-BLRR-2021-00028-000,FIR-BLRR-2021-00028,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-RCR-2021-00022-000,FIR-RCR-2021-00022,CRM-0000235,Nagaraj Lingayat,ಸತೀಶ್ ಮೂರ್ತಿ,69,M,,true,false,principal
ACC-FIR-BLRR-2021-00029-000,FIR-BLRR-2021-00029,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-BLRR-2021-00030-000,FIR-BLRR-2021-00030,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-RBG-2021-00034-000,FIR-RBG-2021-00034,CRM-0000080,Geetha Kamath,ಅನಿತಾ ಜೋಶಿ,73,F,,false,true,principal
ACC-FIR-BLRR-2021-00031-000,FIR-BLRR-2021-00031,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-VJP-2021-00002-000,FIR-VJP-2021-00002,CRM-0000239,Ramesh Reddy,ಪ್ರಕಾಶ್ ಭಟ್,45,M,,true,true,principal
ACC-FIR-BLRR-2021-00032-000,FIR-BLRR-2021-00032,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-BLR-2021-00080-000,FIR-BLR-2021-00080,CRM-0000242,Tejas Shastri,ಯೋಗೇಶ್ ನಾಯ್ಕ್,47,M,,true,true,principal
ACC-FIR-BLRR-2021-00033-000,FIR-BLRR-2021-00033,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-UDR-2021-00040-000,FIR-UDR-2021-00040,CRM-0000061,Jyothi Prabhu,ಮಧು ಪ್ರಭು,25,F,,false,false,principal
ACC-FIR-BLRR-2021-00034-000,FIR-BLRR-2021-00034,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-HBL-2021-00022-000,FIR-HBL-2021-00022,CRM-0000077,Radha Vokkaliga,ಮೀರಾ ನಾಯ್ಕ್,61,F,,true,true,principal
ACC-FIR-BLRR-2021-00035-000,FIR-BLRR-2021-00035,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-MGL-2021-00025-000,FIR-MGL-2021-00025,CRM-0000099,Tejas Rao,ಸತೀಶ್ ತಂತ್ರಿ,55,M,,false,false,principal
ACC-FIR-BLRR-2021-00036-000,FIR-BLRR-2021-00036,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-BLRR-2021-00037-000,FIR-BLRR-2021-00037,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-BLR2-2021-00018-000,FIR-BLR2-2021-00018,CRM-0000100,Mahesh Pillai,ಮಂಜುನಾಥ್ ಉಡುಪ,65,M,,true,true,principal
ACC-FIR-BLRR-2021-00038-000,FIR-BLRR-2021-00038,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-KLP-2021-00033-000,FIR-KLP-2021-00033,,Kiran Singh,ಅಜ್ಞಾತ,,M,,false,false,principal
ACC-FIR-BLRR-2021-00039-000,FIR-BLRR-2021-00039,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-RMN-2021-00002-000,FIR-RMN-2021-00002,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,true,principal
ACC-FIR-BLRR-2021-00040-000,FIR-BLRR-2021-00040,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-RMN-2021-00003-000,FIR-RMN-2021-00003,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,false,true,principal
ACC-FIR-BLRR-2021-00041-000,FIR-BLRR-2021-00041,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,false,false,principal
ACC-FIR-RMN-2021-00004-000,FIR-RMN-2021-00004,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,true,principal
ACC-FIR-BLRR-2021-00042-000,FIR-BLRR-2021-00042,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
ACC-FIR-RMN-2021-00005-000,FIR-RMN-2021-00005,CRM-0000213,Rekha Adiga,ಮಧು ಅರಸ್,31,F,,true,false,principal
ACC-FIR-BLRR-2021-00043-000,FIR-BLRR-2021-00043,CRM-0000180,Sneha Reddy,ಪೂಜಾ ಗೌಡ,20,F,,true,false,principal
