citizen_id,name_en,name_kn,first_name_en,last_name_en,gender,dob,age,aadhaar,dl_number,phone_primary,phone_secondary,occupation,socioeconomic_class,religion,caste,education,district_id,district_name,taluk,station_id,home_lat,home_lng,home_address,bank_account,upi_id,is_migrant
CIT-00001908,Rohit Raju,ಕಿರಣ್ ಅಯ್ಯರ್,Rohit,Raju,M,2007-04-07,19,295678136939,KA3220117927544,7686454060,,Vendor,BPL,Sikh,Lingayat,PUC,KA-MGL,Dakshina Kannada,Belthangady,STN-KA-MGL-0013,12.81788,75.453306,"No. 47, Colony, Belthangady, Dakshina Kannada - 563904",147893801554422,7686454060@upi,false
CIT-00001909,Amala Shetty,ಸೀತಾ ನಾಯ್ಕ್,Amala,Shetty,F,2007-10-20,18,528653931241,,7918938912,6030398965,Student,upper_middle,Other,SC,PUC,KA-BDR,Bidar,Humnabad,STN-KA-BDR-0017,18.19862,77.644202,"No. 285, Layout, Humnabad, Bidar - 578570",48889988993,,false
CIT-00001910,Basavaraj Prabhu,ಅರ್ಜುನ್ ಅರಸ್,Basavaraj,Prabhu,M,2002-08-24,23,462986699659,KA0220194538311,9137088886,7027505336,Unemployed,middle,Muslim,Brahmin,Post Graduate,KA-RCR,Raichur,Raichur,STN-KA-RCR-0005,16.327327,76.957349,"No. 495, Main Road, Raichur, Raichur - 595509",,,false
CIT-00001911,Harsh Thakur,ತೇಜಸ್ ಲಿಂಗಾಯತ್,Harsh,Thakur,M,2009-11-19,16,275884337383,,6169166941,,Doctor,lower,Other,Others,Post Graduate,KA-RBG,Dharwad,Dharwad,STN-KA-RBG-0008,15.352208,75.159813,"No. 419, Colony, Dharwad, Dharwad - 563181",202003787413,6169166941@gpay,false
CIT-00001912,Ajay Udupi,ಪ್ರಕಾಶ್ ಹೆಗಡೆ,Ajay,Udupi,M,1959-01-30,67,247726617864,KA0220183367166,8184485522,,Retired,upper_middle,Jain,Vokkaliga,Illiterate,KA-BLR,Bengaluru Urban,Mahadevapura,STN-KA-BLR-0054,13.047404,77.570925,"No. 291, 1st Stage, Mahadevapura, Bengaluru Urban - 577574",85805771575,,false
CIT-00001913,Suresh Aras,ಪ್ರಕಾಶ್ ಭಟ್,Suresh,Aras,M,1991-01-14,35,219136331679,KA1220164969698,7525513872,9664573584,Government Employee,upper_middle,Jain,OBC,PUC,KA-KDG,Kodagu,Somwarpet,STN-KA-KDG-0004,12.330864,75.598992,"No. 34, 1st Stage, Somwarpet, Kodagu - 590498",7707683666846,7525513872@paytm,false
CIT-00001914,Madhu Hegde,ಭಾರತಿ ಪಾಟೀಲ್,Madhu,Hegde,F,1965-07-27,61,408651679570,KA1820135550820,8171187436,,Unemployed,middle,Buddhist,SC,PUC,KA-MYS,Mysuru,Krishnarajanagar,STN-KA-MYS-0026,12.136079,76.752413,"No. 405, 1st Stage, Krishnarajanagar, Mysuru - 565141",8010596259006471,,true
CIT-00001915,Nagaraj Nayak,ವಿನಯ್ ವೊಕ್ಕಲಿಗ,Nagaraj,Nayak,M,2000-06-05,26,504734603676,,9604862642,6142259412,Government Employee,upper_middle,Sikh,SC,Illiterate,KA-MYS,Mysuru,Krishnarajanagar,STN-KA-MYS-0026,12.134454,76.78474,"No. 334, 1st Stage, Krishnarajanagar, Mysuru - 576338",,,false
CIT-00001916,Rekha Kamath,ಸೀತಾ ಅಯ್ಯರ್,Rekha,Kamath,F,1973-02-25,53,265671116870,,8881103719,7442638017,Teacher,lower_middle,Christian,Nayaka,Diploma,KA-RBG,Dharwad,Dharwad,STN-KA-RBG-0004,15.461498,74.92447,"No. 439, Cross Street, Dharwad, Dharwad - 568185",606219176778,,false
CIT-00001917,Akash Rao,ಸತೀಶ್ ತಂತ್ರಿ,Akash,Rao,M,1963-02-11,63,296423268534,,6543770455,,Shop Keeper,middle,Other,Brahmin,Illiterate,KA-RBG,Dharwad,Hubballi,STN-KA-RBG-0009,15.341515,75.112942,"No. 419, Cross Street, Hubballi, Dharwad - 561857",875853415248160,6543770455@phonepe,false
CIT-00001918,Sujatha Ayyar,ಸಂಗೀತಾ ಶಾಸ್ತ್ರಿ,Sujatha,Ayyar,F,2010-10-27,15,642056706246,,7124529654,,Unemployed,upper_middle,Christian,Brahmin,Post Graduate,KA-HVR,Haveri,Haveri,STN-KA-HVR-0003,14.605396,75.137942,"No. 218, Layout, Haveri, Haveri - 573479",,,false
CIT-00001919,Nirmala Gowda,ಭಾರತಿ ದೇಸಾಯಿ,Nirmala,Gowda,F,1961-10-16,64,474957820279,KA1220067798924,7300423512,,Private Employee,lower,Other,Kuruba,Professional,KA-HBL,Hubballi-Dharwad,Kalghatagi,STN-KA-HBL-0012,15.148636,75.118492,"No. 133, Nagar, Kalghatagi, Hubballi-Dharwad - 590501",13426313620,7300423512@phonepe,false
CIT-00001920,Deepak Shastri,ಬಸವರಾಜ್ ವೊಕ್ಕಲಿಗ,Deepak,Shastri,M,1967-12-02,58,346384830975,,8049695957,,Doctor,upper,Christian,ST,Primary,KA-BLG,Belagavi,Gokak,STN-KA-BLG-0009,16.404789,75.014772,"No. 34, Nagar, Gokak, Belagavi - 574488",80631789783563,deepaksh@oksbi,false
CIT-00001921,Akash Reddy,ಸುರೇಶ್ ರಾವ್,Akash,Reddy,M,2000-08-22,25,820363565422,KA2220135163217,7126761297,,Vendor,upper,Buddhist,Bovi,Primary,KA-UDR,Udupi,Udupi,STN-KA-UDR-0005,13.301084,74.6419,"No. 424, Main Road, Udupi, Udupi - 565958",4905096002651212,,false
CIT-00001922,Tejas Murthy,ನವೀನ್ ಸ್ವಾಮಿ,Tejas,Murthy,M,1997-10-27,28,316872960332,,9969270297,,Doctor,upper,Other,SC,Primary,KA-BLR,Bengaluru Urban,Rajarajeshwari Nagar,STN-KA-BLR-0044,13.079641,77.612544,"No. 380, Nagar, Rajarajeshwari Nagar, Bengaluru Urban - 589050",746217271401680,9969270297@upi,false
CIT-00001923,Suresh Thakur,ಮಹೇಶ್ ಕುಮಾರ್,Suresh,Thakur,M,1952-05-14,74,909578734655,,7828594122,,Teacher,upper_middle,Christian,Vokkaliga,High School,KA-MGL,Dakshina Kannada,Kadaba,STN-KA-MGL-0029,12.866735,75.422562,"No. 66, 1st Stage, Kadaba, Dakshina Kannada - 595207",4341515794389,7828594122@gpay,false
CIT-00001924,Madhu Murthy,ಸುಜಾತಾ ನಾಯ್ಕ್,Madhu,Murthy,F,2003-05-07,23,759364570291,KA3820151403862,9098783683,7485000483,Contractor,lower,Buddhist,Bovi,Post Graduate,KA-KPT,Koppal,Kushtagi,STN-KA-KPT-0007,15.573628,76.22432,"No. 82, Colony, Kushtagi, Koppal - 567730",95820306200,,false
CIT-00001925,Swathi Vokkaliga,ದೀಪಾ ನಾಯ್ಕ್,Swathi,Vokkaliga,F,1962-02-19,64,716499035728,,8299169449,,Tailor,middle,Other,Lingayat,Professional,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0005,12.992088,77.465672,"No. 196, 1st Stage, Bengaluru North, Bengaluru Urban - 584910",440619178837497,,false
CIT-00001926,Akash Adiga,ಅರ್ಜುನ್ ಗೌಡ,Akash,Adiga,M,1965-04-24,61,960289624351,KA0420152133412,8500204596,,Mechanic,upper_middle,Sikh,Brahmin,Post Graduate,KA-BLG,Belagavi,Chikkodi,STN-KA-BLG-0018,15.827574,74.478361,"No. 469, Layout, Chikkodi, Belagavi - 577689",29467221560655,8500204596@gpay,false
CIT-00001927,Deepak Sharma,ಯೋಗೇಶ್ ಅರಸ್,Deepak,Sharma,M,1965-10-25,60,665873088951,,8093536352,9727965895,Student,upper,Other,Bovi,Post Graduate,KA-MYS,Mysuru,Hunsur,STN-KA-MYS-0011,12.420475,76.624008,"No. 451, Cross Street, Hunsur, Mysuru - 589034",,,false
CIT-00001928,Arjun Desai,ಆಕಾಶ್ ಕೃಷ್ಣಮೂರ್ತಿ,Arjun,Desai,M,1992-01-05,34,815400575283,,8740961202,8657267120,Business Person,upper_middle,Muslim,General,PUC,KA-HBL,Hubballi-Dharwad,Navalgund,STN-KA-HBL-0020,15.028233,75.388396,"No. 330, Colony, Navalgund, Hubballi-Dharwad - 590467",,,false
CIT-00001929,Ganesh Nayak,ಪ್ರಶಾಂತ್ ಮೂರ್ತಿ,Ganesh,Nayak,M,1986-04-02,40,431023678193,,7177271845,,Doctor,lower,Sikh,ST,High School,KA-CTV,Chitradurga,Chitradurga,STN-KA-CTV-0001,14.805171,76.279874,"No. 272, Main Road, Chitradurga, Chitradurga - 579712",,,true
CIT-00001930,Kavitha Pillai,ರಾಧಾ ಗೌಡ,Kavitha,Pillai,F,1988-06-01,38,519005678273,KA2320246360912,8534959136,,Driver,lower,Buddhist,Brahmin,Professional,KA-HBL,Hubballi-Dharwad,Dharwad,STN-KA-HBL-0010,15.0498,74.981081,"No. 70, Main Road, Dharwad, Hubballi-Dharwad - 566939",,,false
CIT-00001931,Srikanth Kumar,ಸುರೇಶ್ ಪಾಟೀಲ್,Srikanth,Kumar,M,1956-06-15,70,496782009938,KA1220139452293,6650746807,,Engineer,upper,Hindu,Lingayat,Graduate,KA-RBG,Dharwad,Hubballi,STN-KA-RBG-0015,15.437493,75.065775,"No. 245, Layout, Hubballi, Dharwad - 584558",,,false
CIT-00001932,Rohit Kamath,ವಿಕ್ರಮ್ ಉಡುಪ,Rohit,Kamath,M,2000-03-05,26,978554597693,,8753924237,,Advocate,lower,Jain,General,Professional,KA-BLR,Bengaluru Urban,Mahadevapura,STN-KA-BLR-0054,13.025014,77.56721,"No. 129, Main Road, Mahadevapura, Bengaluru Urban - 579657",864252188102428,8753924237@upi,false
CIT-00001933,Bharathi Singh,ಗೀತಾ ರಾವ್,Bharathi,Singh,F,1968-09-02,57,413714852817,KA1220143102372,6627660017,9665124093,Student,BPL,Hindu,Brahmin,Post Graduate,KA-HBL,Hubballi-Dharwad,Navalgund,STN-KA-HBL-0020,15.089364,75.368047,"No. 465, Cross Street, Navalgund, Hubballi-Dharwad - 560876",120508330254,6627660017@upi,false
CIT-00001934,Deepa Singh,ಮೀರಾ ರಾವ್,Deepa,Singh,F,1972-06-16,54,547371145192,,6096227336,,Farmer,middle,Muslim,OBC,Diploma,KA-BLR,Bengaluru Urban,Mahadevapura,STN-KA-BLR-0054,13.013251,77.530163,"No. 390, Layout, Mahadevapura, Bengaluru Urban - 585100",496213783690745,,false
CIT-00001935,Anil Hegde,ಗಣೇಶ್ ಪ್ರಭು,Anil,Hegde,M,1981-07-16,45,277246840849,KA1720075441440,9692330672,,Business Person,upper_middle,Muslim,Bovi,Primary,KA-RBG,Dharwad,Hubballi,STN-KA-RBG-0011,15.281769,74.933742,"No. 422, Nagar, Hubballi, Dharwad - 587076",5516753044392,anilhegd@okhdfcbank,false
CIT-00001936,Rekha Nambiar,ಅಮಲಾ ದೇಸಾಯಿ,Rekha,Nambiar,F,1954-01-17,72,228048458339,,9939880587,6031983636,Vendor,middle,Muslim,Vokkaliga,Professional,KA-UDR,Udupi,Udupi,STN-KA-UDR-0008,13.422928,75.110726,"No. 295, Nagar, Udupi, Udupi - 572048",7693749596039,rekhanam@okhdfcbank,false
CIT-00001937,Bharathi Murthy,ಸುಮ಼ಾ ಕುಮಾರ್,Bharathi,Murthy,F,2002-05-29,24,971549128656,,6103956286,,Unemployed,lower_middle,Buddhist,General,Graduate,KA-BLR,Bengaluru Urban,Mahadevapura,STN-KA-BLR-0053,12.976927,77.440855,"No. 6, Layout, Mahadevapura, Bengaluru Urban - 574173",7385331377226303,,false
CIT-00001938,Rajesh Murthy,ವಿಕ್ರಮ್ ದೇಸಾಯಿ,Rajesh,Murthy,M,1982-12-24,43,771400964743,,6682552486,7359390853,Teacher,lower,Other,Lingayat,Primary,KA-RBG,Dharwad,Kalghatagi,STN-KA-RBG-0016,15.475582,75.207495,"No. 58, Cross Street, Kalghatagi, Dharwad - 590482",,,false
CIT-00001939,Vidya Sharma,ವಿದ್ಯಾ ದೇಸಾಯಿ,Vidya,Sharma,F,1975-03-14,51,261378427629,,9938762507,,Business Person,lower_middle,Buddhist,Nayaka,Post Graduate,KA-RBG,Dharwad,Dharwad,STN-KA-RBG-0008,15.274067,75.198059,"No. 259, Cross Street, Dharwad, Dharwad - 573424",,,false
CIT-00001940,Harsh Udupi,ದೀಪಕ್ ಹೆಗಡೆ,Harsh,Udupi,M,1975-05-15,51,923116627160,KA0520055272162,6066990092,9005349060,Private Employee,upper_middle,Christian,Bovi,Professional,KA-CHB,Chikkaballapura,Bagepalli,STN-KA-CHB-0003,13.512658,77.740979,"No. 426, Nagar, Bagepalli, Chikkaballapura - 562978",9918212946163217,,false
CIT-00001941,Manjunath Raju,ಮಂಜುನಾಥ್ ರೆಡ್ಡಿ,Manjunath,Raju,M,1982-11-01,43,427321387493,,7402892303,,Government Employee,lower_middle,Hindu,OBC,Post Graduate,KA-BLR2,Ballari,Sandur,STN-KA-BLR2-0021,15.523706,77.202766,"No. 166, 1st Stage, Sandur, Ballari - 571562",,,false
CIT-00001942,Nagaraj Pillai,ಅಜಯ್ ಲಿಂಗಾಯತ್,Nagaraj,Pillai,M,1987-11-16,38,935411005243,KA1120192710535,6764714056,,Contractor,lower_middle,Other,Lingayat,High School,KA-HBL,Hubballi-Dharwad,Kundgol,STN-KA-HBL-0027,15.039226,75.167918,"No. 252, Nagar, Kundgol, Hubballi-Dharwad - 562041",6754798516258311,,true
CIT-00001943,Sneha Reddy,ರಾಧಾ ಪಾಟೀಲ್,Sneha,Reddy,F,1988-08-04,37,679564707911,,6557160071,,Mechanic,upper,Christian,Lingayat,High School,KA-BLR,Bengaluru Urban,Rajarajeshwari Nagar,STN-KA-BLR-0045,13.067345,77.778341,"No. 367, Cross Street, Rajarajeshwari Nagar, Bengaluru Urban - 566970",05759918066389,snehared@okaxis,false
CIT-00001944,Suma Prabhu,ಕವಿತಾ ಅಯ್ಯರ್,Suma,Prabhu,F,1972-10-13,53,711520758066,KA5720182975865,7328630279,,Driver,upper_middle,Christian,Others,Illiterate,KA-RBG,Dharwad,Navalgund,STN-KA-RBG-0024,15.560876,74.8597,"No. 115, Main Road, Navalgund, Dharwad - 573632",,,true
CIT-00001945,Suresh Naik,ಗಣೇಶ್ ಅರಸ್,Suresh,Naik,M,1993-09-02,32,597585307503,KA2520151248060,8948525914,,Government Employee,upper,Buddhist,Bovi,PUC,KA-TKR,Tumakuru,Sira,STN-KA-TKR-0011,13.599418,76.871988,"No. 187, Main Road, Sira, Tumakuru - 560598",,,false
CIT-00001946,Rekha Thakur,ವಿದ್ಯಾ ಹೆಗಡೆ,Rekha,Thakur,F,1995-01-14,31,530785501043,KA1120185961231,9817550461,7310319000,Contractor,middle,Sikh,OBC,Graduate,KA-BLG,Belagavi,Gokak,STN-KA-BLG-0009,16.425297,75.000274,"No. 191, Main Road, Gokak, Belagavi - 592777",8818449333019,,false
CIT-00001947,Lakshmi Tantri,ಅಂಜಲಿ ರಾವ್,Lakshmi,Tantri,F,1963-02-07,63,552230071238,KA5720234837753,9865783440,,Teacher,upper,Buddhist,Vokkaliga,Post Graduate,KA-UDR,Udupi,Udupi,STN-KA-UDR-0000,13.39249,74.907007,"No. 477, Colony, Udupi, Udupi - 596286",,,false
CIT-00001948,Madhu Krishnamurthy,ವಿದ್ಯಾ ಭಟ್,Madhu,Krishnamurthy,F,1956-12-25,69,308454354128,,9928125200,,Advocate,upper_middle,Jain,ST,Post Graduate,KA-RBG,Dharwad,Dharwad,STN-KA-RBG-0002,15.292757,74.984315,"No. 57, Colony, Dharwad, Dharwad - 576801",507669411605061,,false
CIT-00001949,Manjunath Kumar,ಕಿರಣ್ ರೆಡ್ಡಿ,Manjunath,Kumar,M,1967-05-18,59,501239704297,,9973229299,,Auto Driver,middle,Hindu,ST,PUC,KA-RCR,Raichur,Raichur,STN-KA-RCR-0003,16.206978,77.397155,"No. 496, Cross Street, Raichur, Raichur - 584684",,,false
CIT-00001950,Ramesh Shetty,ರಾಮೇಶ್ ಗೌಡ,Ramesh,Shetty,M,1957-07-31,69,362238151113,,9247908911,,Homemaker,upper_middle,Muslim,ST,High School,KA-HBL,Hubballi-Dharwad,Hubballi,STN-KA-HBL-0005,15.014887,74.99391,"No. 209, Nagar, Hubballi, Hubballi-Dharwad - 579364",0383030847321664,,false
CIT-00001951,Madhu Kamath,ಪೂಜಾ ಪಾಟೀಲ್,Madhu,Kamath,F,1986-06-24,40,475537340249,,8453700372,,Tailor,lower,Muslim,OBC,Primary,KA-HBL,Hubballi-Dharwad,Kalghatagi,STN-KA-HBL-0012,15.189823,75.118166,"No. 495, Nagar, Kalghatagi, Hubballi-Dharwad - 576388",,,false
CIT-00001952,Vikram Vokkaliga,ರಾಜೇಶ್ ನಂಬಿಯಾರ್,Vikram,Vokkaliga,M,1958-10-01,67,920596719220,KA0120164698531,7190001418,,Teacher,lower,Buddhist,General,Professional,KA-BLR,Bengaluru Urban,Rajarajeshwari Nagar,STN-KA-BLR-0048,12.918597,77.778623,"No. 20, Cross Street, Rajarajeshwari Nagar, Bengaluru Urban - 573449",5330152899086784,7190001418@upi,false
CIT-00001953,Naveen Swamy,ಕಿರಣ್ ಸ್ವಾಮಿ,Naveen,Swamy,M,1970-11-04,55,248978830347,,9587485746,7579997610,Shop Keeper,lower_middle,Muslim,Others,Professional,KA-BLR-R,Bengaluru Rural,Nelamangala,STN-KA-BLR-R-0015,13.494156,77.285135,"No. 47, Main Road, Nelamangala, Bengaluru Rural - 572148",,,false
CIT-00001954,Nagaraj Verma,ಅಜಯ್ ಜೋಶಿ,Nagaraj,Verma,M,1951-12-11,74,452876084722,KA3220222911943,7000318890,,Private Employee,middle,Christian,General,Post Graduate,KA-TKR,Tumakuru,Gubbi,STN-KA-TKR-0009,13.973625,77.186462,"No. 347, Cross Street, Gubbi, Tumakuru - 576152",,,false
CIT-00001955,Swathi Ayyar,ಸರಿತಾ ತಂತ್ರಿ,Swathi,Ayyar,F,1971-05-08,55,281406412165,,9661430267,,Engineer,lower,Other,Lingayat,High School,KA-BLR,Bengaluru Urban,Yelahanka,STN-KA-BLR-0043,13.106272,77.789596,"No. 213, Colony, Yelahanka, Bengaluru Urban - 595182",578408107209,,false
CIT-00001956,Pooja Murthy,ಸ್ನೇಹಾ ನಂಬಿಯಾರ್,Pooja,Murthy,F,1952-07-30,74,737919046584,,7383820368,,Private Employee,BPL,Hindu,SC,PUC,KA-BLR,Bengaluru Urban,Mahadevapura,STN-KA-BLR-0057,13.145786,77.68759,"No. 162, Colony, Mahadevapura, Bengaluru Urban - 575435",488303550957,7383820368@phonepe,false
CIT-00001957,Basavaraj Murthy,ಅಭಿಷೇಕ್ ತಂತ್ರಿ,Basavaraj,Murthy,M,1999-12-04,26,609811383021,KA1420056433434,9936393092,8116565988,Farmer,lower,Muslim,Vokkaliga,Graduate,KA-BLR2,Ballari,Ballari,STN-KA-BLR2-0007,14.953047,76.537557,"No. 242, Layout, Ballari, Ballari - 589572",05179817413565,9936393092@paytm,true
CIT-00001958,Nitya Naik,ಜ್ಯೋತಿ ಕಾಮತ್,Nitya,Naik,F,1966-04-18,60,550065834756,KA4120121324624,6322662868,8095557141,Auto Driver,middle,Hindu,Kuruba,PUC,KA-RBG,Dharwad,Navalgund,STN-KA-RBG-0024,15.565784,74.896583,"No. 31, Colony, Navalgund, Dharwad - 580373",,,false
CIT-00001959,Ramesh Shastri,ನಾಗರಾಜ್ ರಾವ್,Ramesh,Shastri,M,1953-08-05,72,810448397019,,8802053419,,Unemployed,lower,Muslim,Vokkaliga,High School,KA-UDR,Udupi,Brahmavar,STN-KA-UDR-0027,13.536849,75.094107,"No. 95, Layout, Brahmavar, Udupi - 560761",,,false
CIT-00001960,Suresh Shastri,ಸಂದೀಪ್ ಶೆಟ್ಟಿ,Suresh,Shastri,M,1958-07-10,68,517084512519,KA2020096621975,7428146412,7106316375,Retired,middle,Buddhist,General,Graduate,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0001,12.912641,77.722175,"No. 469, Main Road, Bengaluru North, Bengaluru Urban - 578745",,,false
CIT-00001961,Rajesh Murthy,ರೋಹಿತ್ ಭಟ್,Rajesh,Murthy,M,1973-10-23,52,654996140484,,6015218125,,Engineer,middle,Buddhist,Nayaka,Professional,KA-BLR2,Ballari,Siruguppa,STN-KA-BLR2-0023,15.623225,77.056297,"No. 294, 1st Stage, Siruguppa, Ballari - 593615",53003376929,rajeshmu@okhdfcbank,false
CIT-00001962,Raghavendra Ayyar,ಅನಿಲ್ ಕಾಮತ್,Raghavendra,Ayyar,M,1970-07-25,56,923904427972,,6399514078,9814108886,Auto Driver,lower,Jain,Vokkaliga,Diploma,KA-BLR,Bengaluru Urban,Bengaluru West,STN-KA-BLR-0028,12.897937,77.462122,"No. 421, 1st Stage, Bengaluru West, Bengaluru Urban - 595104",83673713858,raghaven@ybl,false
CIT-00001963,Sangeetha Udupi,ನಿತ್ಯಾ ತಂತ್ರಿ,Sangeetha,Udupi,F,1965-10-15,60,314845161440,,9114115027,,Teacher,upper_middle,Buddhist,SC,Primary,KA-BLR,Bengaluru Urban,Bengaluru South,STN-KA-BLR-0015,13.071137,77.648901,"No. 320, Cross Street, Bengaluru South, Bengaluru Urban - 571436",15391171330,9114115027@upi,false
CIT-00001964,Deepak Vokkaliga,ಬಸವರಾಜ್ ಲಿಂಗಾಯತ್,Deepak,Vokkaliga,M,2000-04-18,26,725906936526,,7765522429,,Driver,upper_middle,Other,Nayaka,High School,KA-RBG,Dharwad,Kalghatagi,STN-KA-RBG-0021,15.3144,74.817555,"No. 82, Layout, Kalghatagi, Dharwad - 567843",77532092266914,,false
CIT-00001965,Lakshmi Udupi,ನಿತ್ಯಾ ಉಡುಪ,Lakshmi,Udupi,F,1956-07-03,70,266098558012,KA2620154004766,7242026947,,Mechanic,upper_middle,Muslim,Vokkaliga,Diploma,KA-HBL,Hubballi-Dharwad,Kalghatagi,STN-KA-HBL-0012,15.157874,75.178823,"No. 72, Main Road, Kalghatagi, Hubballi-Dharwad - 575292",,,false
CIT-00001966,Vidya Raju,ನಿತ್ಯಾ ತಂತ್ರಿ,Vidya,Raju,F,1962-07-18,64,505417740047,KA0920081399253,9862618665,,Engineer,middle,Christian,Brahmin,Graduate,KA-MYS,Mysuru,Hunsur,STN-KA-MYS-0012,11.986178,76.251453,"No. 35, Cross Street, Hunsur, Mysuru - 596758",,,false
CIT-00001967,Prakash Murthy,ಯೋಗೇಶ್ ಕಾಮತ್,Prakash,Murthy,M,1991-01-18,35,812838600862,KA3620141508551,9830181974,7453759293,Farmer,upper,Christian,General,Professional,KA-BLR,Bengaluru Urban,Rajarajeshwari Nagar,STN-KA-BLR-0044,13.038618,77.591562,"No. 299, Main Road, Rajarajeshwari Nagar, Bengaluru Urban - 571687",759670967894904,,false
CIT-00001968,Satish Bhat,ಪ್ರಕಾಶ್ ರೆಡ್ಡಿ,Satish,Bhat,M,1985-08-18,40,850013655783,KA1220151507067,6247827556,8679055588,Vendor,lower,Muslim,OBC,PUC,KA-BLG,Belagavi,Khanapur,STN-KA-BLG-0015,15.984964,74.433569,"No. 70, Layout, Khanapur, Belagavi - 585956",53107151252087,6247827556@upi,true
CIT-00001969,Rekha Shetty,ಕವಿತಾ ರೆಡ್ಡಿ,Rekha,Shetty,F,2004-01-06,22,669899342088,,6541206532,,Homemaker,lower,Christian,Others,Professional,KA-BLR,Bengaluru Urban,Bengaluru East,STN-KA-BLR-0022,13.19794,77.431616,"No. 46, Main Road, Bengaluru East, Bengaluru Urban - 589078",420547953796539,rekhashe@okhdfcbank,false
CIT-00001970,Yogesh Hegde,ಶ್ರೀಕಾಂತ್ ನಂಬಿಯಾರ್,Yogesh,Hegde,M,1959-09-20,66,741886161662,KA2320154501098,6203872528,,Retired,upper,Buddhist,Brahmin,Diploma,KA-BLR2,Ballari,Sandur,STN-KA-BLR2-0018,15.49339,76.554238,"No. 100, Cross Street, Sandur, Ballari - 593579",252077139655488,yogeshhe@okaxis,true
CIT-00001971,Rekha Verma,ಸರಿತಾ ಹೆಗಡೆ,Rekha,Verma,F,1963-05-03,63,419951279237,KA4220102032765,7551799487,8935756058,Student,upper_middle,Muslim,OBC,Graduate,KA-BLR2,Ballari,Hagaribommanahalli,STN-KA-BLR2-0012,14.917838,76.668747,"No. 388, Main Road, Hagaribommanahalli, Ballari - 578989",0585411431354,rekhaver@ybl,false
CIT-00001972,Rekha Raju,ಶಾಂತಾ ಭಟ್,Rekha,Raju,F,1979-01-14,47,203817805901,,6424929952,,Mechanic,BPL,Hindu,Brahmin,Primary,KA-UDR,Udupi,Udupi,STN-KA-UDR-0005,13.302822,74.665762,"No. 197, Nagar, Udupi, Udupi - 562316",8278549926452,,false
CIT-00001973,Prakash Nambiar,ಶಿವಕುಮಾರ್ ಕುಮಾರ್,Prakash,Nambiar,M,1964-07-05,62,225502286844,KA1220064259157,7847594310,,Teacher,lower_middle,Hindu,Lingayat,Primary,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0005,13.018055,77.44312,"No. 346, 1st Stage, Bengaluru North, Bengaluru Urban - 594066",05803587072900,,false
CIT-00001974,Rajesh Adiga,ಗಣೇಶ್ ಕಾಮತ್,Rajesh,Adiga,M,2000-08-15,25,826001057732,KA1720095537731,7349749135,,Tailor,BPL,Buddhist,Vokkaliga,Post Graduate,KA-KLP,Kalaburagi,Sedam,STN-KA-KLP-0019,17.546698,77.122349,"No. 315, Layout, Sedam, Kalaburagi - 585267",64256624216262,7349749135@paytm,false
CIT-00001975,Prashanth Rao,ವಿನಯ್ ಮೂರ್ತಿ,Prashanth,Rao,M,1988-11-19,37,241673132911,,8200859120,7951592745,Advocate,upper,Hindu,Others,Primary,KA-BLR,Bengaluru Urban,Bengaluru North,STN-KA-BLR-0000,12.791258,77.508702,"No. 428, Nagar, Bengaluru North, Bengaluru Urban - 581373",,,false
CIT-00001976,Mahesh Joshi,ಅನಿಲ್ ಲಿಂಗಾಯತ್,Mahesh,Joshi,M,1989-09-06,36,472681599956,,6249983262,,Auto Driver,lower_middle,Buddhist,General,Diploma,KA-BLG,Belagavi,Chikkodi,STN-KA-BLG-0018,15.818031,74.450072,"No. 474, Cross Street, Chikkodi, Belagavi - 594570",02482346194019,,false
CIT-00001977,Tejas Kumar,ರಮೇಶ್ ಕಾಮತ್,Tejas,Kumar,M,1987-01-23,39,752236151409,,9775150848,,Advocate,middle,Hindu,Others,Illiterate,KA-HBL,Hubballi-Dharwad,Dharwad,STN-KA-HBL-0009,15.461495,75.097399,"No. 449, Cross Street, Dharwad, Hubballi-Dharwad - 571253",92839373345956,9775150848@phonepe,false
CIT-00001978,Rekha Adiga,ಗೀತಾ ರಾವ್,Rekha,Adiga,F,2009-07-03,17,959784250094,,7077883967,,Security Guard,BPL,Jain,Bovi,Professional,KA-HBL,Hubballi-Dharwad,Dharwad,STN-KA-HBL-0009,15.472504,75.0893,"No. 292, Main Road, Dharwad, Hubballi-Dharwad - 563601",,,false
CIT-00001979,Harsh Lingayat,ರಮೇಶ್ ಅಯ್ಯರ್,Harsh,Lingayat,M,1958-09-25,67,480251296013,KA2220249182630,8360455104,,Electrician,upper,Buddhist,OBC,Diploma,KA-RBG,Dharwad,Hubballi,STN-KA-RBG-0013,15.368353,75.035187,"No. 219, Layout, Hubballi, Dharwad - 586049",,,false
CIT-00001980,Geetha Krishnamurthy,ಶೃತಿ ಲಿಂಗಾಯತ್,Geetha,Krishnamurthy,F,1983-11-04,42,810460197813,KA0520212144930,6213743955,6071579671,Electrician,middle,Christian,Vokkaliga,Post Graduate,KA-VKT,Vijayanagara,Hosapete,STN-KA-VKT-0005,14.9905,76.248237,"No. 449, 1st Stage, Hosapete, Vijayanagara - 565308",,,false
